#Task Selector: 5
#PID Parameters: kp: 0.00, kd: 0.10, ki: 0.00
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652726344529227 0.00 0.00 0.00 0.00 175.31 130.52 8.77 6.53 547859.03 407873.36 109571.81 81574.67
1652726344545419 0.00 0.00 0.00 0.00 175.31 130.52 17.53 13.05 486.53 362.21 109669.11 81647.11
1652726344561370 0.00 0.00 0.00 0.00 175.31 130.52 26.30 19.58 548.00 407.98 109778.71 81728.71
1652726344577525 0.00 0.00 0.00 0.00 175.31 130.52 35.06 26.10 556.91 414.61 109890.09 81811.63
1652726344593901 0.00 0.00 0.00 0.00 175.31 130.52 43.83 32.63 549.44 409.05 109999.98 81893.44
1652726344610746 0.00 0.00 0.00 0.00 175.31 130.52 52.59 39.16 542.67 404.01 536.71 399.57
1652726344626804 0.00 0.00 0.00 0.00 175.31 130.52 61.36 45.68 526.06 391.64 544.61 405.46
1652726344642496 0.00 0.00 0.00 0.00 175.31 130.52 70.13 52.21 552.66 411.45 545.55 406.15
1652726344659252 0.00 0.00 0.00 0.00 175.31 130.52 78.89 58.73 565.46 420.98 547.26 407.43
1652726344675266 0.00 0.00 0.00 0.00 175.31 130.52 87.66 65.26 529.72 394.37 543.31 404.49
1652726344691605 0.00 0.00 0.00 0.00 175.31 130.52 96.42 71.79 554.51 412.83 545.68 406.25
1652726344707433 0.00 0.00 0.00 0.00 175.31 130.52 105.19 78.31 542.54 403.91 548.98 408.71
1652726344723643 0.00 0.00 0.00 0.00 175.31 130.52 113.95 84.84 560.25 417.10 550.50 409.84
1652726344740163 0.00 0.00 0.00 0.00 175.31 130.52 122.72 91.36 546.94 407.19 546.79 407.08
1652726344756662 0.00 0.00 0.00 0.00 175.31 130.52 131.49 97.89 536.72 399.58 548.19 408.12
1652726344772581 0.00 0.00 0.00 0.00 175.31 130.52 140.25 104.42 537.05 399.83 544.70 405.52
1652726344789043 0.00 0.00 0.00 0.00 175.31 130.52 149.02 110.94 557.12 414.77 547.62 407.69
1652726344805610 0.00 0.00 0.00 0.00 175.31 130.52 157.78 117.47 539.16 401.40 543.40 404.55
1652726344821283 0.00 0.00 0.00 0.00 175.31 130.52 166.55 123.99 535.15 398.41 541.04 402.80
1652726344837467 0.00 0.00 0.00 0.00 175.31 130.52 175.31 130.52 565.71 421.17 546.84 407.11
1652726344853918 0.00 0.00 0.00 0.00 175.31 130.52 175.31 130.52 0.00 0.00 439.43 327.15
1652726344870154 0.00 0.00 0.00 0.00 175.31 130.52 175.31 130.52 0.00 0.00 328.01 244.20
1652726344884837 0.00 0.00 0.00 0.00 175.31 130.52 175.31 130.52 0.00 0.00 220.17 163.92
1652726344902461 0.00 0.00 0.00 0.00 175.31 130.52 175.31 130.52 0.00 0.00 113.14 84.23
