#Task Selector: 5
#PID Parameters: kp: 0.03, kd: 0.04, ki: 0.03
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652725884910534 0.00 0.00 0.00 0.00 -15.87 3.39 -0.79 0.17 -49581.04 10587.54 -9916.21 2117.51
1652725884927177 0.00 0.00 0.00 0.00 -15.87 3.39 -1.59 0.34 -45.62 9.74 -9925.33 2119.46
1652725884943038 0.00 0.00 0.00 0.00 -15.87 3.39 -2.38 0.51 -48.39 10.33 -9935.01 2121.52
1652725884959154 0.00 0.00 0.00 0.00 -15.86 4.59 -3.17 0.74 -50.60 14.65 -9945.13 2124.45
1652725884975677 0.00 0.00 0.00 0.00 -15.87 3.39 -3.97 0.91 -49.84 10.64 -9955.10 2126.58
1652725884992035 0.00 0.00 0.00 0.00 -15.87 2.18 -4.76 1.02 -48.66 6.69 -48.62 10.41
1652725885007300 0.00 0.00 0.00 0.00 -15.87 1.28 -5.55 1.08 -49.06 3.95 -49.31 9.25
1652725885023586 0.00 0.00 0.00 0.00 -14.96 1.28 -6.30 1.14 -49.57 4.25 -49.54 8.04
1652725885039660 0.00 0.00 0.00 0.00 -13.74 1.29 -6.99 1.21 -42.83 4.01 -47.99 5.91
1652725885055829 0.00 0.00 0.00 0.00 -11.63 0.09 -7.57 1.21 -36.59 0.28 -45.34 3.84
1652725885071797 0.00 0.00 0.00 0.00 -10.43 -3.22 -8.09 1.05 -32.65 -10.08 -42.14 0.48
1652725885088881 0.00 0.00 0.00 0.00 -9.21 -1.11 -8.55 1.00 -29.18 -3.51 -38.17 -1.01
1652725885104626 0.00 0.00 0.00 0.00 -11.64 -4.43 -9.13 0.78 -34.49 -13.13 -35.15 -4.49
1652725885121097 0.00 0.00 0.00 0.00 -11.64 -3.23 -9.72 0.61 -37.40 -10.36 -34.06 -7.36
1652725885137430 0.00 0.00 0.00 0.00 -12.55 -3.23 -10.34 0.45 -38.52 -9.92 -34.45 -9.40
