#Task Selector: 4
#PID Parameters: kp: 0.07, kd: 0.04, ki: 0.03
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652531061435398 0.00 0.00 0.00 0.00 175.31 130.52 8.77 6.53 547859.03 407873.36 109571.81 81574.67
1652531061451724 0.00 0.00 0.00 0.00 175.31 130.52 17.53 13.05 524.74 390.66 109676.75 81652.80
1652531061467759 0.00 0.00 0.00 0.00 175.31 130.52 26.30 19.58 542.33 403.76 109785.22 81733.56
1652531061484084 0.00 0.00 0.00 0.00 175.31 130.52 35.06 26.10 552.49 411.32 109895.72 81815.82
1652531061500073 0.00 0.00 0.00 0.00 175.31 130.52 43.83 32.63 542.64 403.99 110004.25 81896.62
1652531061515392 0.00 0.00 0.00 0.00 175.31 130.52 52.59 39.16 554.16 412.57 543.27 404.46
1652531061531304 0.00 0.00 0.00 0.00 175.31 130.52 61.36 45.68 579.48 431.41 554.22 412.61
1652531061547350 0.00 0.00 0.00 0.00 175.31 130.52 70.13 52.21 555.53 413.59 556.86 414.57
1652531061563718 0.00 0.00 0.00 0.00 175.31 130.52 78.89 58.73 552.35 411.21 556.83 414.55
1652531061580168 0.00 0.00 0.00 0.00 175.31 130.52 87.66 65.26 543.38 404.54 556.98 414.66
1652531061596483 0.00 0.00 0.00 0.00 175.31 130.52 96.42 71.79 542.47 403.86 554.64 412.92
1652531061612815 0.00 0.00 0.00 0.00 175.31 130.52 105.19 78.31 545.07 405.79 547.76 407.80
1652531061628676 0.00 0.00 0.00 0.00 175.31 130.52 113.95 84.84 544.49 405.37 545.55 406.15
1652531061645185 0.00 0.00 0.00 0.00 175.31 130.52 122.72 91.36 562.92 419.08 547.66 407.73
1652531061661610 0.00 0.00 0.00 0.00 175.31 130.52 131.49 97.89 540.79 402.61 547.15 407.34
1652531061677621 0.00 0.00 0.00 0.00 175.31 130.52 140.25 104.42 541.46 403.11 546.95 407.19
1652531061693842 0.00 0.00 0.00 0.00 175.31 130.52 149.02 110.94 557.94 415.38 549.52 409.11
