#Task Selector: 5
#PID Parameters: kp: 0.04, kd: 0.04, ki: 0.03
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652722838518890 0.00 0.00 0.00 0.00 81.13 1.86 4.06 0.09 253536.93 5805.87 50707.39 1161.17
1652722838535539 0.00 0.00 0.00 0.00 81.14 0.89 8.11 0.14 227.96 2.51 50752.98 1161.68
1652722838551185 0.00 0.00 0.00 0.00 82.59 1.85 12.24 0.23 251.21 5.62 50803.22 1162.80
1652722838567198 0.00 0.00 0.00 0.00 84.06 0.87 16.45 0.27 271.87 2.80 50857.59 1163.36
1652722838583837 0.00 0.00 0.00 0.00 86.63 1.82 20.78 0.36 273.82 5.74 50912.36 1164.51
1652722838599785 0.00 0.00 0.00 0.00 86.65 -0.45 25.11 0.34 263.29 -1.38 257.63 3.06
1652722838615779 0.00 0.00 0.00 0.00 86.64 0.84 29.44 0.38 275.01 2.68 267.04 3.09
1652722838632636 0.00 0.00 0.00 0.00 86.67 -1.75 33.77 0.30 274.14 -5.55 271.63 0.86
1652722838648720 0.00 0.00 0.00 0.00 84.09 -1.72 37.98 0.21 252.46 -5.16 267.75 -0.73
1652722838664906 0.00 0.00 0.00 0.00 79.72 -1.66 41.97 0.13 250.68 -5.23 263.12 -2.93
1652722838681018 0.00 0.00 0.00 0.00 78.66 -2.93 45.90 -0.02 245.95 -9.17 259.65 -4.49
1652722838697969 0.00 0.00 0.00 0.00 74.42 -5.11 49.62 -0.28 233.59 -16.03 251.36 -8.23
1652722838714117 0.00 0.00 0.00 0.00 73.36 -5.09 53.29 -0.53 218.88 -15.19 240.31 -10.16
1652722838729917 0.00 0.00 0.00 0.00 73.40 -7.33 56.96 -0.90 230.25 -22.98 235.87 -13.72
1652722838746046 0.00 0.00 0.00 0.00 72.02 -8.58 60.56 -1.33 231.29 -27.54 231.99 -18.18
1652722838762923 0.00 0.00 0.00 0.00 72.06 -9.85 64.16 -1.82 225.89 -30.89 227.98 -22.53
1652722838779209 0.00 0.00 0.00 0.00 70.65 -9.82 67.69 -2.31 211.96 -29.47 223.66 -25.21
1652722838795397 0.00 0.00 0.00 0.00 70.71 -12.06 71.23 -2.91 220.02 -37.53 223.88 -29.68
1652722838811444 0.00 0.00 0.00 0.00 66.92 -13.24 74.58 -3.57 209.24 -41.39 219.68 -33.36
1652722838827614 0.00 0.00 0.00 0.00 65.58 -14.47 77.86 -4.30 206.73 -45.63 214.77 -36.98
1652722838843989 0.00 0.00 0.00 0.00 64.59 -15.72 77.03 -5.18 -51.77 -55.02 159.24 -41.80
1652722838859999 0.00 0.00 0.00 0.00 59.49 -15.57 75.95 -6.00 -66.91 -50.88 103.46 -46.09
1652722838876312 0.00 0.00 0.00 0.00 56.87 -17.71 74.66 -6.98 -81.23 -61.79 43.21 -50.94
1652722838893010 0.00 0.00 0.00 0.00 56.96 -20.26 73.30 -8.03 -84.50 -65.88 -15.54 -55.84
1652722838909636 0.00 0.00 0.00 0.00 54.65 -21.14 71.71 -9.18 -97.28 -69.84 -76.34 -60.68
1652722838925693 0.00 0.00 0.00 0.00 52.14 -24.88 69.98 -10.40 -104.87 -74.23 -86.96 -64.53
1652722838941857 0.00 0.00 0.00 0.00 47.29 -26.95 68.01 -11.79 -126.04 -89.05 -98.78 -72.16
1652722838957875 0.00 0.00 0.00 0.00 42.43 -26.79 65.80 -13.04 -139.81 -79.12 -110.50 -75.62
1652722838974395 0.00 0.00 0.00 0.00 40.27 -29.27 63.61 -14.42 -139.88 -87.94 -121.57 -80.04
1652722838991049 0.00 0.00 0.00 0.00 37.74 -30.15 61.51 -15.85 -129.33 -87.76 -127.98 -83.62
1652722839005985 0.00 0.00 0.00 0.00 34.25 -30.04 59.29 -17.20 -135.88 -82.95 -134.19 -85.36
1652722839022165 0.00 0.00 0.00 0.00 30.85 -32.51 57.11 -18.57 -149.18 -93.84 -138.81 -86.32
1652722839038000 0.00 0.00 0.00 0.00 26.19 -33.68 54.75 -20.00 -148.46 -89.97 -140.55 -88.49
1652722839054086 0.00 0.00 0.00 0.00 24.96 -34.61 52.33 -21.37 -154.82 -87.21 -143.53 -88.34
1652722839070642 0.00 0.00 0.00 0.00 22.81 -35.86 49.87 -22.73 -154.78 -85.80 -148.62 -87.95
1652722839087239 0.00 0.00 0.00 0.00 19.10 -37.08 47.22 -24.09 -161.61 -83.09 -153.77 -87.98
1652722839103540 0.00 0.00 0.00 0.00 16.94 -37.04 44.54 -25.45 -163.69 -82.95 -156.67 -85.80
1652722839120127 0.00 0.00 0.00 0.00 14.48 -37.98 41.73 -26.75 -175.03 -80.68 -161.99 -83.95
1652722839136205 0.00 0.00 0.00 0.00 12.33 -39.26 39.00 -28.05 -168.86 -80.49 -164.79 -82.60
1652722839151917 0.00 0.00 0.00 0.00 10.17 -39.24 36.23 -29.29 -175.94 -78.62 -169.03 -81.17
1652722839169154 0.00 0.00 0.00 0.00 7.70 -40.53 33.38 -30.53 -185.18 -80.76 -173.74 -80.70
1652722839184818 0.00 0.00 0.00 0.00 6.47 -41.84 30.73 -31.84 -155.58 -77.08 -172.12 -79.52
1652722839201304 0.00 0.00 0.00 0.00 1.84 -41.84 27.98 -33.05 -180.50 -79.11 -173.21 -79.21
1652722839216767 0.00 0.00 0.00 0.00 3.07 -41.83 25.28 -34.13 -167.22 -66.94 -172.88 -76.50
1652722839233180 0.00 0.00 0.00 0.00 0.91 -41.84 22.60 -35.16 -178.85 -68.88 -173.47 -74.55
1652722839249442 0.00 0.00 0.00 0.00 0.91 -42.83 20.04 -36.06 -159.28 -55.78 -168.29 -69.56
1652722839266230 0.00 0.00 0.00 0.00 -1.57 -42.84 17.59 -36.85 -152.16 -49.48 -167.60 -64.04
1652722839282139 0.00 0.00 0.00 0.00 -1.57 -42.84 15.39 -37.66 -132.37 -48.29 -157.97 -57.87
1652722839298232 0.00 0.00 0.00 0.00 -2.81 -42.85 13.24 -38.33 -138.29 -43.59 -152.19 -53.20
1652722839315182 0.00 0.00 0.00 0.00 -1.57 -42.84 11.27 -38.97 -123.82 -39.97 -141.18 -47.42
1652722839331566 0.00 0.00 0.00 0.00 -2.80 -41.86 9.42 -39.56 -111.35 -35.52 -131.60 -43.37
