#Task Selector: 5
#PID Parameters: kp: 0.03, kd: 0.06, ki: 0.02
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652729591426641 0.00 0.00 0.00 0.00 -9.22 -3.21 -0.46 -0.16 -28809.77 -10046.19 -5761.95 -2009.24
1652729591442310 0.00 0.00 0.00 0.00 -9.22 -2.31 -0.92 -0.28 -26.27 -6.59 -5767.21 -2010.55
1652729591458556 0.00 0.00 0.00 0.00 -7.11 -3.21 -1.28 -0.44 -22.98 -10.37 -5771.80 -2012.63
1652729591474647 0.00 0.00 0.00 0.00 -9.22 -2.31 -1.74 -0.55 -28.69 -7.20 -5777.54 -2014.07
1652729591490742 0.00 0.00 0.00 0.00 -5.90 -2.30 -2.03 -0.67 -18.57 -7.24 -5781.26 -2015.52
1652729591506974 0.00 0.00 0.00 0.00 -5.90 -1.10 -2.33 -0.72 -18.53 -3.45 -23.01 -6.97
1652729591523722 0.00 0.00 0.00 0.00 -8.01 -2.31 -2.73 -0.84 -24.96 -7.19 -22.75 -7.09
1652729591540071 0.00 0.00 0.00 0.00 -9.22 -2.31 -3.19 -0.95 -27.94 -7.01 -23.74 -6.42
1652729591556204 0.00 0.00 0.00 0.00 -8.02 -4.42 -3.59 -1.17 -24.79 -13.66 -22.96 -7.71
1652729591572428 0.00 0.00 0.00 0.00 -10.43 -4.43 -4.11 -1.40 -32.69 -13.87 -25.78 -9.03
1652729591588549 0.00 0.00 0.00 0.00 -9.23 -5.63 -4.57 -1.68 -28.81 -17.57 -27.84 -11.86
1652729591604969 0.00 0.00 0.00 0.00 -8.02 -4.42 -4.97 -1.90 -25.19 -13.88 -27.88 -13.20
1652729591620938 0.00 0.00 0.00 0.00 -7.12 -5.62 -5.33 -2.18 -21.92 -17.31 -26.68 -15.26
1652729591637003 0.00 0.00 0.00 0.00 -9.22 -4.42 -5.79 -2.40 -29.22 -14.00 -27.57 -15.33
1652729591653914 0.00 0.00 0.00 0.00 -9.23 -5.63 -6.25 -2.68 -29.13 -17.77 -26.86 -16.10
1652729591670061 0.00 0.00 0.00 0.00 -10.44 -5.63 -6.77 -2.96 -31.24 -16.86 -27.34 -15.96
1652729591686458 0.00 0.00 0.00 0.00 -8.03 -6.53 -7.18 -3.29 -25.13 -20.45 -27.33 -17.28
1652729591702334 0.00 0.00 0.00 0.00 -9.23 -5.63 -7.64 -3.57 -28.46 -17.35 -28.64 -17.29
1652729591718752 0.00 0.00 0.00 0.00 -9.23 -5.63 -8.10 -3.85 -29.47 -17.97 -28.68 -18.08
1652729591734834 0.00 0.00 0.00 0.00 -11.66 -6.55 -8.68 -4.18 -35.90 -20.17 -30.04 -18.56
1652729591751053 0.00 0.00 0.00 0.00 -11.66 -6.55 -8.80 -4.35 -7.67 -10.49 -25.32 -17.28
1652729591767195 0.00 0.00 0.00 0.00 -10.46 -8.97 -8.87 -4.68 -3.88 -20.75 -21.07 -17.35
1652729591784001 0.00 0.00 0.00 0.00 -13.78 -6.56 -9.20 -4.85 -20.91 -10.51 -19.56 -15.98
1652729591800181 0.00 0.00 0.00 0.00 -10.44 -5.63 -9.26 -5.01 -3.69 -10.02 -14.41 -14.39
1652729591816431 0.00 0.00 0.00 0.00 -12.57 -6.55 -9.59 -5.23 -20.83 -13.29 -11.40 -13.01
1652729591832779 0.00 0.00 0.00 0.00 -10.44 -5.63 -9.82 -5.45 -14.13 -14.12 -12.69 -13.74
1652729591849077 0.00 0.00 0.00 0.00 -10.44 -5.63 -9.94 -5.62 -7.52 -10.30 -13.42 -11.65
1652729591865085 0.00 0.00 0.00 0.00 -7.12 -5.62 -9.84 -5.78 6.52 -10.28 -7.93 -11.60
1652729591881194 0.00 0.00 0.00 0.00 -5.91 -5.61 -9.73 -5.84 6.65 -3.79 -5.86 -10.35
1652729591897282 0.00 0.00 0.00 0.00 -3.50 -5.61 -9.39 -5.90 21.76 -3.70 2.66 -8.44
1652729591913661 0.00 0.00 0.00 0.00 -2.60 -5.60 -9.05 -5.90 20.84 0.08 9.65 -5.60
1652729591930088 0.00 0.00 0.00 0.00 -1.40 -5.60 -8.72 -5.96 20.43 -3.66 15.24 -4.27
1652729591946256 0.00 0.00 0.00 0.00 1.00 -5.60 -8.32 -5.96 25.10 0.07 18.96 -2.20
1652729591962486 0.00 0.00 0.00 0.00 -1.40 -6.51 -7.93 -6.06 24.46 -6.52 22.52 -2.75
1652729591978915 0.00 0.00 0.00 0.00 -0.20 -6.50 -7.48 -6.11 28.17 -2.73 23.80 -2.55
1652729591995243 0.00 0.00 0.00 0.00 1.00 -8.92 -6.90 -6.27 35.20 -10.11 26.67 -4.59
1652729592010541 0.00 0.00 0.00 0.00 1.90 -8.92 -6.41 -6.39 30.73 -7.40 28.73 -5.34
1652729592026886 0.00 0.00 0.00 0.00 3.10 -7.71 -5.79 -6.50 40.80 -6.88 31.87 -6.73
1652729592043111 0.00 0.00 0.00 0.00 1.00 -8.92 -5.28 -6.66 31.63 -10.18 33.31 -7.46
1652729592059478 0.00 0.00 0.00 0.00 4.30 -8.92 -4.48 -6.78 49.73 -7.38 37.62 -8.39
1652729592075650 0.00 0.00 0.00 0.00 4.30 -10.13 -3.68 -6.96 49.29 -11.06 40.44 -8.58
1652729592092023 0.00 0.00 0.00 0.00 4.30 -10.13 -2.95 -7.02 46.14 -3.63 43.52 -7.83
1652729592107525 0.00 0.00 0.00 0.00 4.30 -10.13 -2.04 -7.19 55.82 -11.01 46.52 -8.65
1652729592124411 0.00 0.00 0.00 0.00 4.30 -10.13 -1.30 -7.42 48.11 -14.67 49.82 -9.55
1652729592140780 0.00 0.00 0.00 0.00 5.50 -11.04 -0.40 -7.64 54.12 -13.43 50.70 -10.76
1652729592156358 0.00 0.00 0.00 0.00 5.50 -11.04 0.40 -7.91 49.23 -16.69 50.68 -11.88
1652729592173010 0.00 0.00 0.00 0.00 5.50 -11.04 1.19 -8.18 52.07 -17.65 51.87 -14.69
1652729592189407 0.00 0.00 0.00 0.00 7.61 -11.04 1.93 -8.45 44.71 -16.46 49.65 -15.78
1652729592205456 0.00 0.00 0.00 0.00 6.41 -11.04 2.55 -8.73 38.00 -16.74 47.62 -16.19
1652729592221796 0.00 0.00 0.00 0.00 6.41 -12.26 3.04 -9.06 31.24 -20.96 43.05 -17.70
1652729592238189 0.00 0.00 0.00 0.00 6.41 -12.26 3.49 -9.39 27.88 -20.59 38.78 -18.48
1652729592254504 0.00 0.00 0.00 0.00 6.41 -12.26 3.88 -9.72 24.07 -20.52 33.18 -19.05
1652729592270706 0.00 0.00 0.00 0.00 8.82 -12.26 4.27 -10.06 24.23 -20.66 29.08 -19.89
1652729592287002 0.00 0.00 0.00 0.00 6.41 -12.26 4.66 -10.34 24.37 -17.94 26.36 -20.13
1652729592303700 0.00 0.00 0.00 0.00 7.61 -13.48 5.05 -10.69 24.24 -21.63 24.96 -20.27
1652729592319547 0.00 0.00 0.00 0.00 7.61 -12.26 5.38 -10.86 20.03 -10.11 23.39 -18.17
1652729592336257 0.00 0.00 0.00 0.00 6.41 -13.47 5.61 -11.09 14.51 -14.65 21.48 -17.00
1652729592352253 0.00 0.00 0.00 0.00 7.61 -12.26 5.84 -11.31 13.75 -13.87 19.38 -15.64
1652729592367965 0.00 0.00 0.00 0.00 6.41 -13.47 6.11 -11.54 17.27 -14.53 17.96 -14.96
