#Task Selector: 5
#PID Parameters: kp: 0.04, kd: 0.06, ki: 0.03
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652725398883421 0.00 0.00 0.00 0.00 3.10 11.19 0.16 0.56 9694.30 34968.26 1938.86 6993.65
1652725398899547 0.00 0.00 0.00 0.00 3.10 11.19 0.31 1.12 9.33 33.66 1940.73 7000.38
1652725398916138 0.00 0.00 0.00 0.00 3.10 11.19 0.47 1.68 9.73 35.11 1942.67 7007.41
1652725398932109 0.00 0.00 0.00 0.00 4.30 9.09 0.68 2.13 13.09 27.68 1945.29 7012.94
1652725398948549 0.00 0.00 0.00 0.00 5.50 10.29 0.96 2.65 17.37 32.53 1948.76 7019.45
1652725398964606 0.00 0.00 0.00 0.00 6.39 11.19 1.27 3.21 19.64 34.36 13.83 32.67
1652725398981384 0.00 0.00 0.00 0.00 4.30 11.19 1.49 3.77 13.51 35.16 14.67 32.97
1652725398997356 0.00 0.00 0.00 0.00 4.30 10.29 1.70 4.28 12.93 30.96 15.31 32.14
1652725399012173 0.00 0.00 0.00 0.00 1.01 10.29 1.76 4.80 3.19 32.55 13.33 33.11
1652725399028949 0.00 0.00 0.00 0.00 1.01 10.29 1.81 5.31 3.44 35.14 10.54 33.63
1652725399044807 0.00 0.00 0.00 0.00 1.01 10.29 1.86 5.83 3.03 30.96 7.22 32.95
1652725399061022 0.00 0.00 0.00 0.00 175.31 130.52 10.62 12.35 558.54 415.83 116.23 109.09
1652725399086065 0.00 0.00 0.00 0.00 175.31 130.52 19.39 18.88 546.15 406.60 222.87 184.22
1652725399110940 0.00 0.00 0.00 0.00 175.31 130.52 28.15 25.40 352.29 262.28 292.69 230.16
1652725399122532 0.00 0.00 0.00 0.00 133.51 89.19 34.83 29.86 270.04 180.40 346.01 259.21
1652725399133135 0.00 0.00 0.00 0.00 130.25 87.86 41.34 34.26 571.72 385.64 459.75 330.15
1652725399143886 0.00 0.00 0.00 0.00 127.67 90.27 47.72 38.77 609.97 431.30 470.03 333.24
1652725399157304 0.00 0.00 0.00 0.00 126.08 90.16 54.03 43.28 593.21 424.18 479.45 336.76
1652725399173433 0.00 0.00 0.00 0.00 131.73 86.48 60.61 47.60 495.38 325.20 508.06 349.34
1652725399189530 0.00 0.00 0.00 0.00 126.20 91.65 66.92 52.18 394.68 286.64 532.99 370.59
1652725399205731 0.00 0.00 0.00 0.00 125.88 87.54 73.06 56.00 384.54 239.15 495.55 341.30
1652725399221885 0.00 0.00 0.00 0.00 127.11 104.06 79.26 60.64 385.72 288.87 450.71 312.81
1652725399238798 0.00 0.00 0.00 0.00 125.13 98.29 85.37 65.00 380.92 271.90 408.25 282.35
1652725399254400 0.00 0.00 0.00 0.00 124.38 88.55 91.37 68.97 357.69 236.67 380.71 264.65
1652725399271238 0.00 0.00 0.00 0.00 125.66 105.47 97.38 73.73 388.42 307.65 379.46 268.85
1652725399287391 0.00 0.00 0.00 0.00 127.42 108.60 103.43 78.60 362.15 291.47 374.98 279.31
1652725399303581 0.00 0.00 0.00 0.00 125.96 88.66 109.51 82.47 379.68 241.77 373.77 269.89
1652725399319887 0.00 0.00 0.00 0.00 125.76 106.98 115.58 87.31 378.44 301.25 373.28 275.76
1652725399336058 0.00 0.00 0.00 0.00 125.76 86.06 121.82 91.10 386.09 234.48 378.95 275.33
1652725399352235 0.00 0.00 0.00 0.00 124.29 87.43 127.99 94.95 384.77 240.75 378.22 261.94
1652725399368461 0.00 0.00 0.00 0.00 132.79 101.80 134.58 99.53 410.59 285.12 387.91 260.67
1652725399384797 0.00 0.00 0.00 0.00 128.20 97.39 132.22 97.87 -146.54 -103.04 282.67 191.71
1652725399401138 0.00 0.00 0.00 0.00 127.32 107.08 129.82 96.70 -148.65 -72.58 177.25 116.94
1652725399418995 0.00 0.00 0.00 0.00 125.96 88.66 127.35 94.61 -152.65 -129.47 69.50 44.16
1652725399435446 0.00 0.00 0.00 0.00 125.96 88.66 126.98 94.58 -21.28 -1.48 -11.70 -4.29
1652725399451504 0.00 0.00 0.00 0.00 127.32 107.08 126.83 95.54 -9.00 59.04 -95.62 -49.50
1652725399468393 0.00 0.00 0.00 0.00 137.07 102.05 127.30 96.13 29.90 37.44 -60.34 -21.41
1652725399484408 0.00 0.00 0.00 0.00 133.13 107.43 127.65 97.00 21.11 51.74 -26.38 3.46
1652725399501184 0.00 0.00 0.00 0.00 135.75 106.08 127.85 97.98 12.88 62.84 6.72 41.92
1652725399516062 0.00 0.00 0.00 0.00 136.48 92.34 128.37 98.01 31.47 2.12 17.27 42.64
1652725399542947 0.00 0.00 0.00 0.00 136.48 92.34 128.90 98.25 36.74 16.63 26.42 34.16
1652725399556618 0.00 0.00 0.00 0.00 134.59 106.02 129.27 98.35 14.00 3.67 23.24 27.40
1652725399570605 0.00 0.00 0.00 0.00 140.01 99.23 130.01 98.40 55.69 3.50 30.16 17.75
1652725399586013 0.00 0.00 0.00 0.00 133.22 108.94 130.46 99.42 32.61 75.23 34.10 20.23
1652725399599555 0.00 0.00 0.00 0.00 130.13 108.76 130.68 99.58 14.87 10.96 30.78 22.00
1652725399616133 0.00 0.00 0.00 0.00 134.51 104.52 131.03 99.38 26.52 -15.24 28.74 15.62
1652725399631341 0.00 0.00 0.00 0.00 133.28 110.06 131.40 100.45 23.13 67.68 30.56 28.43
1652725399644794 0.00 0.00 0.00 0.00 131.49 105.84 131.69 100.39 19.44 -3.87 23.31 26.95
1652725399657687 0.00 0.00 0.00 0.00 132.42 96.18 132.02 100.90 25.49 38.76 21.89 19.66
1652725399670839 0.00 0.00 0.00 0.00 133.28 110.06 132.47 102.03 35.78 90.09 26.07 35.48
1652725399684301 0.00 0.00 0.00 0.00 133.61 90.68 132.51 101.47 3.18 -42.94 21.40 29.94
1652725399698108 0.00 0.00 0.00 0.00 139.54 91.04 133.08 101.15 42.95 -24.03 25.37 11.60
1652725399711737 0.00 0.00 0.00 0.00 136.04 111.69 133.51 101.38 32.32 17.09 27.94 15.79
1652725399727583 0.00 0.00 0.00 0.00 132.13 92.07 133.82 101.55 23.59 13.01 27.56 10.64
1652725399744376 0.00 0.00 0.00 0.00 135.96 110.20 134.32 102.63 31.89 68.68 26.79 6.36
