#Task Selector: 5
#PID Parameters: kp: 0.04, kd: 0.06, ki: 0.01
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652729001189721 0.00 0.00 0.00 0.00 -3.49 13.59 -0.17 0.68 -10909.24 42475.13 -2181.85 8495.03
1652729001205473 0.00 0.00 0.00 0.00 -3.49 13.59 -0.35 1.36 -9.96 38.79 -2183.84 8502.78
1652729001221673 0.00 0.00 0.00 0.00 -1.39 12.39 -0.42 1.98 -4.46 39.76 -2184.73 8510.73
1652729001238091 0.00 0.00 0.00 0.00 -3.49 13.59 -0.59 2.66 -10.89 42.42 -2186.91 8519.22
1652729001254397 0.00 0.00 0.00 0.00 -3.49 13.59 -0.77 3.34 -10.76 41.89 -2189.06 8527.60
1652729001270555 0.00 0.00 0.00 0.00 -3.49 12.39 -0.94 3.96 -10.82 38.42 -9.38 40.26
1652729001286948 0.00 0.00 0.00 0.00 -3.49 12.39 -1.12 4.58 -10.93 38.82 -9.57 40.26
1652729001303104 0.00 0.00 0.00 0.00 -2.59 11.19 -1.25 5.14 -8.00 34.58 -10.28 39.22
1652729001319331 0.00 0.00 0.00 0.00 -3.49 10.29 -1.42 5.65 -10.93 32.28 -10.29 37.20
1652729001335316 0.00 0.00 0.00 0.00 -4.69 9.10 -1.65 6.11 -14.60 28.33 -11.06 34.49
1652729001351687 0.00 0.00 0.00 0.00 -2.59 9.10 -1.78 6.56 -8.18 28.76 -10.53 32.55
1652729001367851 0.00 0.00 0.00 0.00 -4.69 7.90 -2.02 6.96 -14.48 24.40 -11.24 29.67
1652729001384220 0.00 0.00 0.00 0.00 -3.49 5.80 -2.19 7.25 -10.91 18.16 -11.82 26.39
1652729001400848 0.00 0.00 0.00 0.00 -4.69 4.60 -2.43 7.48 -14.47 14.22 -12.53 22.78
1652729001417114 0.00 0.00 0.00 0.00 -3.49 4.60 -2.60 7.71 -10.68 14.10 -11.75 19.93
1652729001433084 0.00 0.00 0.00 0.00 -2.59 3.41 -2.73 7.88 -8.05 10.60 -11.72 16.30
1652729001449291 0.00 0.00 0.00 0.00 -3.49 2.21 -2.91 7.99 -11.04 6.99 -11.03 12.81
1652729001465503 0.00 0.00 0.00 0.00 -4.69 0.11 -3.14 7.99 -14.64 0.33 -11.78 9.25
1652729001481779 0.00 0.00 0.00 0.00 -3.49 -1.09 -3.31 7.94 -10.90 -3.41 -11.06 5.72
1652729001498063 0.00 0.00 0.00 0.00 -2.60 -2.29 -3.44 7.82 -8.06 -7.12 -10.54 1.48
1652729001514452 0.00 0.00 0.00 0.00 -3.50 -4.40 -3.44 6.92 -0.03 -55.87 -8.94 -11.82
1652729001530640 0.00 0.00 0.00 0.00 -2.60 -5.60 -3.40 5.96 2.74 -59.25 -6.18 -25.06
1652729001546729 0.00 0.00 0.00 0.00 -3.51 -7.72 -3.51 4.96 -6.62 -62.82 -4.57 -37.69
1652729001563023 0.00 0.00 0.00 0.00 -3.52 -11.05 -3.51 3.73 -0.10 -77.44 -2.41 -52.50
1652729001579300 0.00 0.00 0.00 0.00 -2.62 -12.27 -3.46 2.43 2.69 -80.23 -0.26 -67.12
1652729001595477 0.00 0.00 0.00 0.00 -3.54 -14.71 -3.47 1.08 -0.15 -84.19 -0.29 -72.79
1652729001611931 0.00 0.00 0.00 0.00 -2.64 -15.62 -3.42 -0.32 2.67 -87.56 -0.30 -78.45
1652729001628111 0.00 0.00 0.00 0.00 -1.44 -18.07 -3.37 -1.79 3.54 -89.94 1.73 -83.87
1652729001644287 0.00 0.00 0.00 0.00 -2.66 -20.24 -3.33 -3.31 2.60 -95.56 2.27 -87.50
1652729001660581 0.00 0.00 0.00 0.00 -2.66 -21.47 -3.22 -4.84 6.33 -95.64 3.00 -90.58
