#Task Selector: 5
#PID Parameters: kp: 0.04, kd: 0.04, ki: 0.03
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652724152194855 0.00 0.00 0.00 0.00 -21.84 28.28 -1.09 1.41 -68259.55 88382.86 -13651.91 17676.57
1652724152210977 0.00 0.00 0.00 0.00 -23.08 28.30 -2.25 2.83 -64.58 79.18 -13664.83 17692.41
1652724152227196 0.00 0.00 0.00 0.00 -25.28 29.57 -3.51 4.31 -79.48 92.96 -13680.72 17711.00
1652724152243307 0.00 0.00 0.00 0.00 -24.37 30.80 -4.73 5.85 -75.99 96.02 -13695.92 17730.20
1652724152259580 0.00 0.00 0.00 0.00 -25.33 32.05 -6.00 7.45 -79.53 100.63 -13711.82 17750.33
1652724152275593 0.00 0.00 0.00 0.00 -25.33 32.05 -7.26 9.05 -78.70 99.59 -75.65 93.67
1652724152292247 0.00 0.00 0.00 0.00 -26.59 32.08 -8.59 10.66 -84.00 101.36 -79.54 98.11
1652724152308347 0.00 0.00 0.00 0.00 -27.82 30.86 -9.98 12.20 -84.49 93.74 -80.54 98.27
1652724152324688 0.00 0.00 0.00 0.00 -25.28 29.57 -11.25 13.68 -79.59 93.09 -81.26 97.68
1652724152341089 0.00 0.00 0.00 0.00 -24.35 29.56 -12.46 15.16 -75.32 91.43 -80.42 95.84
1652724152357346 0.00 0.00 0.00 0.00 -23.10 29.54 -13.62 16.63 -71.24 91.08 -78.93 94.14
1652724152373258 0.00 0.00 0.00 0.00 -24.33 28.32 -14.84 18.05 -75.66 88.09 -77.26 91.49
1652724152390250 0.00 0.00 0.00 0.00 -25.31 30.81 -16.10 19.59 -80.42 97.92 -76.45 92.32
1652724152405792 0.00 0.00 0.00 0.00 -26.54 29.60 -17.43 21.07 -78.99 88.10 -76.33 91.32
1652724152421796 0.00 0.00 0.00 0.00 -24.35 29.56 -18.65 22.55 -79.37 96.35 -77.14 92.30
1652724152438740 0.00 0.00 0.00 0.00 -24.33 28.32 -19.86 23.96 -76.88 89.50 -78.26 91.99
1652724152455049 0.00 0.00 0.00 0.00 -23.07 27.38 -21.02 25.33 -68.79 81.64 -76.89 90.70
1652724152471122 0.00 0.00 0.00 0.00 -23.07 27.38 -22.17 26.70 -71.51 84.86 -75.11 88.09
1652724152487197 0.00 0.00 0.00 0.00 -23.03 24.92 -23.32 27.95 -72.50 78.44 -73.81 86.16
1652724152503250 0.00 0.00 0.00 0.00 -23.02 23.70 -24.47 29.13 -72.40 74.54 -72.42 81.80
1652724152519687 0.00 0.00 0.00 0.00 -20.53 22.75 -24.41 28.86 4.12 -17.44 -56.22 60.41
1652724152535951 0.00 0.00 0.00 0.00 -20.52 21.53 -24.28 28.52 7.88 -20.83 -40.88 39.91
1652724152552283 0.00 0.00 0.00 0.00 -17.13 19.38 -23.87 28.01 25.36 -31.71 -21.51 16.60
1652724152568486 0.00 0.00 0.00 0.00 -19.56 16.97 -23.63 27.32 14.94 -42.96 -4.02 -7.68
1652724152584916 0.00 0.00 0.00 0.00 -15.88 14.83 -23.16 26.46 29.49 -53.74 16.36 -33.34
1652724152601277 0.00 0.00 0.00 0.00 -14.96 12.42 -22.64 25.47 31.93 -60.44 21.92 -41.94
1652724152617320 0.00 0.00 0.00 0.00 -12.53 10.31 -21.94 24.38 43.45 -67.29 29.04 -51.23
1652724152633311 0.00 0.00 0.00 0.00 -11.61 6.70 -21.12 23.18 51.06 -76.15 34.18 -60.12
1652724152650274 0.00 0.00 0.00 0.00 -11.62 4.60 -20.44 21.93 43.37 -79.25 39.86 -67.37
1652724152666216 0.00 0.00 0.00 0.00 -8.00 2.20 -19.62 20.56 48.74 -81.55 43.71 -72.94
1652724152682610 0.00 0.00 0.00 0.00 -4.69 0.11 -18.70 19.09 58.44 -93.42 49.01 -79.53
1652724152699001 0.00 0.00 0.00 0.00 -4.70 -3.20 -17.72 17.51 60.54 -97.23 52.43 -85.52
1652724152714909 0.00 0.00 0.00 0.00 -1.40 -6.51 -16.53 15.65 73.70 -115.05 56.96 -93.30
1652724152731165 0.00 0.00 0.00 0.00 -2.62 -10.14 -15.33 13.66 76.17 -126.53 63.52 -102.76
1652724152747607 0.00 0.00 0.00 0.00 1.89 -12.25 -14.02 11.57 81.74 -130.23 70.12 -112.49
1652724152764065 0.00 0.00 0.00 0.00 3.10 -14.69 -12.65 9.42 84.39 -132.37 75.31 -120.28
1652724152780319 0.00 0.00 0.00 0.00 5.51 -16.83 -11.22 7.21 87.99 -136.13 80.80 -128.06
1652724152796189 0.00 0.00 0.00 0.00 5.51 -19.29 -9.79 4.87 89.38 -145.95 83.93 -134.24
1652724152812854 0.00 0.00 0.00 0.00 8.85 -21.47 -8.20 2.55 103.53 -150.65 89.41 -139.07
1652724152829292 0.00 0.00 0.00 0.00 10.07 -23.96 -6.54 0.17 100.93 -145.37 93.24 -142.09
1652724152845547 0.00 0.00 0.00 0.00 12.21 -26.16 -4.90 -2.27 101.82 -152.07 96.73 -146.03
1652724152861608 0.00 0.00 0.00 0.00 12.23 -28.68 -3.27 -4.78 103.09 -158.02 99.75 -150.41
1652724152877984 0.00 0.00 0.00 0.00 14.38 -29.65 -1.69 -7.24 100.36 -156.12 101.95 -152.45
1652724152893804 0.00 0.00 0.00 0.00 16.87 -32.22 0.13 -9.69 113.55 -153.31 103.95 -152.98
1652724152910242 0.00 0.00 0.00 0.00 18.12 -33.52 1.83 -12.11 110.24 -156.77 105.81 -155.26
1652724152926387 0.00 0.00 0.00 0.00 19.08 -35.79 3.53 -14.52 105.51 -149.40 106.55 -154.72
1652724152943245 0.00 0.00 0.00 0.00 21.56 -35.83 5.24 -16.83 109.69 -148.45 107.87 -152.81
1652724152959163 0.00 0.00 0.00 0.00 21.61 -38.10 6.90 -19.07 99.80 -134.59 107.76 -148.50
1652724152975804 0.00 0.00 0.00 0.00 23.79 -38.15 8.67 -21.21 113.50 -137.03 107.75 -145.25
1652724152991785 0.00 0.00 0.00 0.00 25.04 -38.18 10.32 -23.23 101.01 -123.46 105.90 -138.58
1652724153006839 0.00 0.00 0.00 0.00 23.85 -40.77 11.75 -25.27 91.33 -130.77 103.07 -134.86
