#Task Selector: 4
#PID Parameters: kp: 0.05, kd: 0.05, ki: 0.03
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652531211778913 0.00 0.00 0.00 0.00 5.50 4.61 0.27 0.23 17175.43 14394.31 3435.09 2878.86
1652531211795145 0.00 0.00 0.00 0.00 6.39 3.41 0.59 0.40 18.28 9.75 3438.74 2880.81
1652531211811457 0.00 0.00 0.00 0.00 7.60 -2.29 0.97 0.29 23.62 -7.12 3443.47 2879.39
1652531211827634 0.00 0.00 0.00 0.00 6.40 -3.19 1.29 0.13 19.82 -9.88 3447.43 2877.41
1652531211843583 0.00 0.00 0.00 0.00 6.39 2.21 1.61 0.24 19.97 6.91 3451.43 2878.79
1652531211860164 0.00 0.00 0.00 0.00 7.60 -4.39 1.99 0.02 24.07 -13.92 21.15 -2.85
1652531211876283 0.00 0.00 0.00 0.00 8.80 -4.40 2.43 -0.20 26.81 -13.39 22.86 -7.48
1652531211893602 0.00 0.00 0.00 0.00 6.40 -4.39 2.75 -0.42 20.09 -13.79 22.15 -8.82
1652531211909862 0.00 0.00 0.00 0.00 6.40 0.11 3.07 -0.42 18.68 0.33 21.93 -6.77
1652531211925789 0.00 0.00 0.00 0.00 4.30 2.21 3.29 -0.31 13.60 6.99 20.65 -6.76
1652531211942005 0.00 0.00 0.00 0.00 4.30 3.41 3.50 -0.14 13.81 10.95 18.60 -1.78
1652531211958578 0.00 0.00 0.00 0.00 3.10 2.21 3.66 -0.02 9.82 7.00 15.20 2.30
1652531211974695 0.00 0.00 0.00 0.00 5.50 4.61 3.93 0.21 17.10 14.33 14.60 7.92
1652531211991184 0.00 0.00 0.00 0.00 4.30 4.61 4.15 0.44 13.78 14.76 13.62 10.81
1652531212006002 0.00 0.00 0.00 0.00 1.91 5.80 4.24 0.73 5.96 18.14 12.09 13.04
1652531212022453 0.00 0.00 0.00 0.00 3.10 5.80 4.40 1.02 10.70 20.02 11.47 14.85
1652531212038480 0.00 0.00 0.00 0.00 1.91 5.80 4.49 1.31 5.91 18.00 10.69 17.05
1652531212054877 0.00 0.00 0.00 0.00 4.30 5.80 4.71 1.60 13.69 18.48 10.01 17.88
1652531212071355 0.00 0.00 0.00 0.00 3.10 4.61 4.86 1.83 9.67 14.35 9.18 17.80
1652531212087200 0.00 0.00 0.00 0.00 3.10 4.61 5.02 2.06 9.58 14.23 9.91 17.01
1652531212103431 0.00 0.00 0.00 0.00 1.91 4.61 4.84 2.06 -11.64 -0.00 5.44 13.01
1652531212119920 0.00 0.00 0.00 0.00 3.10 2.21 4.67 2.00 -10.32 -3.76 2.19 8.66
1652531212135872 0.00 0.00 0.00 0.00 1.01 4.61 4.35 2.34 -20.38 21.33 -4.62 9.23
1652531212152198 0.00 0.00 0.00 0.00 1.90 1.31 4.12 2.57 -14.33 14.36 -9.42 9.23
