#Task Selector: 5
#PID Parameters: kp: 0.05, kd: 0.03, ki: 0.02
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652721621327186 0.00 0.00 0.00 0.00 3.10 11.19 0.16 0.56 9694.30 34968.26 1938.86 6993.65
1652721621343855 0.00 0.00 0.00 0.00 1.90 11.19 0.25 1.12 5.46 32.06 1939.95 7000.06
1652721621359590 0.00 0.00 0.00 0.00 -0.19 11.19 0.24 1.68 -0.58 33.96 1939.84 7006.86
1652721621375780 0.00 0.00 0.00 0.00 3.10 13.59 0.40 2.36 9.98 43.73 1941.83 7015.60
1652721621392005 0.00 0.00 0.00 0.00 3.10 16.89 0.55 3.20 9.69 52.75 1943.77 7026.15
1652721621408479 0.00 0.00 0.00 0.00 1.90 13.59 0.65 3.88 5.93 42.35 6.10 40.97
1652721621424572 0.00 0.00 0.00 0.00 4.30 12.39 0.86 4.50 13.22 38.10 7.65 42.18
1652721621440777 0.00 0.00 0.00 0.00 3.10 13.59 1.02 5.18 9.75 42.70 9.72 43.92
1652721621456793 0.00 0.00 0.00 0.00 3.10 12.39 1.17 5.80 9.69 38.70 9.66 42.92
1652721621473456 0.00 0.00 0.00 0.00 1.01 11.19 1.22 6.36 3.18 35.34 8.36 39.44
1652721621489696 0.00 0.00 0.00 0.00 3.10 11.19 1.38 6.92 9.45 34.07 9.06 37.78
1652721621505776 0.00 0.00 0.00 0.00 1.90 11.19 1.47 7.48 5.93 34.86 7.60 37.13
1652721621522165 0.00 0.00 0.00 0.00 1.90 11.19 1.57 8.04 6.00 35.23 6.85 35.64
1652721621538495 0.00 0.00 0.00 0.00 1.90 11.19 1.66 8.60 5.88 34.53 6.09 34.81
1652721621554546 0.00 0.00 0.00 0.00 3.10 11.19 1.82 9.16 9.61 34.66 7.37 34.67
1652721621571485 0.00 0.00 0.00 0.00 1.90 12.39 1.91 9.78 6.00 39.05 6.68 35.67
1652721621587016 0.00 0.00 0.00 0.00 1.90 11.19 2.01 10.34 5.68 33.38 6.63 35.37
1652721621603564 0.00 0.00 0.00 0.00 3.10 10.29 2.16 10.85 10.10 33.52 7.46 35.03
1652721621619952 0.00 0.00 0.00 0.00 4.30 12.39 2.38 11.47 13.17 37.94 8.91 35.71
1652721621636664 0.00 0.00 0.00 0.00 3.10 10.29 2.53 11.98 9.59 31.81 8.91 35.14
1652721621652859 0.00 0.00 0.00 0.00 3.10 11.19 2.53 11.98 -0.00 0.00 7.71 27.33
1652721621669270 0.00 0.00 0.00 0.00 1.01 10.29 2.49 11.94 -2.83 -2.83 6.01 20.09
1652721621685343 0.00 0.00 0.00 0.00 -0.19 11.19 2.49 11.94 0.00 -0.00 3.98 13.38
1652721621701606 0.00 0.00 0.00 0.00 1.91 10.29 2.43 11.77 -3.77 -10.39 0.60 3.72
