#Task Selector: 5
#PID Parameters: kp: 0.07, kd: 0.03, ki: 0.03
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652721583566913 0.00 0.00 0.00 0.00 131.13 141.72 6.56 7.09 409792.49 442869.60 81958.50 88573.92
1652721583582974 0.00 0.00 0.00 0.00 129.39 157.19 13.03 14.95 376.43 457.28 82033.78 88665.38
1652721583599441 0.00 0.00 0.00 0.00 141.79 137.57 20.12 21.82 446.02 432.76 82122.99 88751.93
1652721583615327 0.00 0.00 0.00 0.00 129.28 158.48 26.58 29.75 399.33 489.54 82202.85 88849.84
1652721583631470 0.00 0.00 0.00 0.00 130.48 156.12 33.10 37.55 415.88 497.59 82286.03 88949.35
1652721583646533 0.00 0.00 0.00 0.00 131.94 154.70 39.70 45.29 415.06 486.67 410.54 472.77
1652721583662871 0.00 0.00 0.00 0.00 129.39 157.19 46.17 53.15 435.26 528.75 422.31 487.06
1652721583678520 0.00 0.00 0.00 0.00 131.83 156.01 52.76 60.95 408.03 482.88 414.71 497.09
1652721583695013 0.00 0.00 0.00 0.00 144.54 137.45 59.99 67.82 467.06 444.15 428.26 488.01
1652721583711434 0.00 0.00 0.00 0.00 144.54 137.45 67.22 74.69 442.79 421.07 433.64 472.71
1652721583727779 0.00 0.00 0.00 0.00 133.39 153.28 73.89 82.36 411.24 472.57 432.88 469.88
1652721583744058 0.00 0.00 0.00 0.00 133.16 155.89 80.54 90.15 411.79 482.09 428.18 460.55
1652721583760303 0.00 0.00 0.00 0.00 134.22 157.97 87.25 98.05 416.92 490.69 429.96 462.11
1652721583776744 0.00 0.00 0.00 0.00 134.73 153.17 93.99 105.71 419.11 476.48 420.37 468.58
1652721583792367 0.00 0.00 0.00 0.00 135.60 154.37 100.77 113.43 417.12 474.88 415.23 479.34
1652721583808695 0.00 0.00 0.00 0.00 134.61 154.47 107.50 121.15 435.68 499.97 420.12 484.82
1652721583825065 0.00 0.00 0.00 0.00 134.37 156.71 114.22 128.99 415.93 485.09 420.95 485.42
1652721583841655 0.00 0.00 0.00 0.00 134.48 155.76 120.94 136.78 415.15 480.85 420.60 483.45
1652721583858075 0.00 0.00 0.00 0.00 134.48 155.76 127.67 144.56 409.86 474.72 418.75 483.10
1652721583874324 0.00 0.00 0.00 0.00 134.73 153.17 134.40 152.22 416.75 473.80 418.68 482.89
1652721583890579 0.00 0.00 0.00 0.00 135.60 154.37 134.63 152.85 13.95 39.56 334.33 390.81
1652721583906594 0.00 0.00 0.00 0.00 135.60 154.37 134.94 152.71 19.40 -8.79 255.02 292.03
1652721583922886 0.00 0.00 0.00 0.00 135.46 155.65 134.62 153.62 -19.98 57.06 168.00 207.27
1652721583941021 0.00 0.00 0.00 0.00 135.46 155.65 134.93 153.48 19.27 -8.83 89.88 110.56
1652721583957380 0.00 0.00 0.00 0.00 135.46 155.65 135.18 153.45 13.92 -1.31 9.31 15.54
1652721583973348 0.00 0.00 0.00 0.00 134.37 156.71 135.30 153.55 7.56 6.24 8.03 8.87
1652721583989609 0.00 0.00 0.00 0.00 134.61 154.47 135.56 153.42 16.62 -8.66 7.48 8.90
1652721584004664 0.00 0.00 0.00 0.00 135.35 156.60 135.74 153.45 11.05 1.86 13.68 -2.14
1652721584021040 0.00 0.00 0.00 0.00 133.06 156.85 135.16 154.42 -38.96 65.86 2.04 12.80
1652721584037397 0.00 0.00 0.00 0.00 133.06 156.85 134.59 155.39 -35.66 60.28 -7.88 25.12
1652721584053557 0.00 0.00 0.00 0.00 135.46 155.65 134.69 155.51 6.41 7.34 -8.11 25.34
1652721584069624 0.00 0.00 0.00 0.00 133.06 156.85 134.69 155.55 -0.31 3.03 -11.50 27.67
1652721584085754 0.00 0.00 0.00 0.00 134.37 156.71 134.69 155.49 0.47 -4.00 -13.61 26.50
1652721584101985 0.00 0.00 0.00 0.00 134.37 156.71 134.68 155.67 -1.12 11.16 -6.04 15.56
1652721584118461 0.00 0.00 0.00 0.00 134.37 156.71 134.62 155.79 -3.83 7.31 0.32 4.97
1652721584135186 0.00 0.00 0.00 0.00 133.06 156.85 134.54 155.90 -4.75 7.31 -1.91 4.96
1652721584150851 0.00 0.00 0.00 0.00 133.06 156.85 134.47 155.91 -3.98 0.42 -2.64 4.44
1652721584167701 0.00 0.00 0.00 0.00 134.37 156.71 134.47 155.96 -0.34 3.12 -2.81 5.86
1652721584184256 0.00 0.00 0.00 0.00 134.48 155.76 134.47 155.96 -0.00 0.00 -2.58 3.63
1652721584200376 0.00 0.00 0.00 0.00 134.48 155.76 134.45 156.09 -0.77 7.96 -1.97 3.76
1652721584215995 0.00 0.00 0.00 0.00 133.06 156.85 134.33 156.21 -8.07 7.87 -2.63 3.88
1652721584232768 0.00 0.00 0.00 0.00 132.92 158.12 134.19 156.40 -8.79 12.31 -3.59 6.25
