#Task Selector: 6
#PID Parameters: kp: 0.07, kd: 0.03, ki: 0.01
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652727332586728 0.00 0.00 0.00 0.00 69.02 -30.48 3.45 -1.52 215699.99 -95240.26 43140.00 -19048.05
1652727332603152 0.00 0.00 0.00 0.00 63.93 -32.53 6.65 -3.15 183.29 -93.26 43176.66 -19066.71
1652727332618686 0.00 0.00 0.00 0.00 69.52 -39.15 10.12 -5.11 214.35 -120.72 43219.53 -19090.85
1652727332635197 0.00 0.00 0.00 0.00 28.23 -27.66 11.54 -6.49 92.00 -90.14 43237.93 -19108.88
1652727332651458 0.00 0.00 0.00 0.00 28.16 -24.19 12.94 -7.70 86.28 -74.13 43255.18 -19123.70
1652727332667834 0.00 0.00 0.00 0.00 18.84 -18.14 13.89 -8.61 58.59 -56.41 126.90 -86.93
1652727332684012 0.00 0.00 0.00 0.00 24.73 -22.88 15.12 -9.75 76.37 -70.65 105.52 -82.41
1652727332700302 0.00 0.00 0.00 0.00 27.33 -28.91 16.49 -11.20 85.46 -90.42 79.74 -76.35
1652727332716485 0.00 0.00 0.00 0.00 30.73 -27.72 18.02 -12.58 95.45 -86.10 80.43 -75.54
1652727332732680 0.00 0.00 0.00 0.00 35.52 -30.08 19.80 -14.09 111.15 -94.13 85.41 -79.54
1652727332748828 0.00 0.00 0.00 0.00 66.63 -37.65 23.13 -15.97 208.26 -117.66 115.34 -91.79
1652727332765252 0.00 0.00 0.00 0.00 32.96 -29.05 24.78 -17.42 103.26 -91.00 120.72 -95.86
1652727332781804 0.00 0.00 0.00 0.00 67.95 -36.39 28.18 -19.24 209.63 -112.24 145.55 -100.23
1652727332797900 0.00 0.00 0.00 0.00 66.56 -36.31 31.51 -21.06 203.25 -110.88 167.11 -105.18
1652727332814039 0.00 0.00 0.00 0.00 66.36 -32.65 34.82 -22.69 208.55 -102.62 186.59 -106.88
1652727332830118 0.00 0.00 0.00 0.00 57.29 -28.63 37.69 -24.12 179.44 -89.68 180.82 -101.28
1652727332846570 0.00 0.00 0.00 0.00 69.15 -32.79 41.15 -25.76 217.64 -103.22 203.70 -103.73
1652727332862610 0.00 0.00 0.00 0.00 68.96 -29.16 44.59 -27.22 211.89 -89.60 204.15 -99.20
1652727332878919 0.00 0.00 0.00 0.00 70.43 -30.55 48.11 -28.75 222.02 -96.29 207.91 -96.28
1652727332894929 0.00 0.00 0.00 0.00 68.89 -27.84 51.56 -30.14 213.63 -86.34 208.92 -93.02
1652727332911804 0.00 0.00 0.00 0.00 65.13 -28.98 51.36 -30.06 -12.30 4.73 170.57 -74.14
1652727332928143 0.00 0.00 0.00 0.00 66.17 -29.03 51.48 -29.89 6.70 10.49 128.39 -51.40
1652727332944371 0.00 0.00 0.00 0.00 67.56 -29.09 51.38 -29.38 -6.05 31.12 84.80 -27.26
