#Task Selector: 5
#PID Parameters: kp: 0.04, kd: 0.04, ki: 0.03
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652723624805396 0.00 0.00 0.00 0.00 9.99 9.10 0.50 0.45 31210.79 28423.78 6242.16 5684.76
1652723624821200 0.00 0.00 0.00 0.00 8.79 9.10 0.94 0.91 25.33 26.21 6247.22 5690.00
1652723624837487 0.00 0.00 0.00 0.00 8.79 9.10 1.38 1.36 28.16 29.14 6252.86 5695.83
1652723624853974 0.00 0.00 0.00 0.00 7.59 9.09 1.76 1.82 23.60 28.27 6257.58 5701.48
1652723624869998 0.00 0.00 0.00 0.00 9.99 11.19 2.26 2.38 30.67 34.37 6263.71 5708.35
1652723624886313 0.00 0.00 0.00 0.00 8.79 10.29 2.70 2.89 27.76 32.51 27.10 30.10
1652723624902777 0.00 0.00 0.00 0.00 8.79 9.10 3.14 3.35 27.45 28.41 27.53 30.54
1652723624919077 0.00 0.00 0.00 0.00 8.79 9.10 3.58 3.80 27.00 27.94 27.30 30.30
1652723624935263 0.00 0.00 0.00 0.00 8.79 9.10 4.02 4.26 27.26 28.21 28.03 30.29
1652723624951368 0.00 0.00 0.00 0.00 6.39 9.09 4.33 4.71 20.00 28.45 25.90 29.10
1652723624967520 0.00 0.00 0.00 0.00 5.50 7.90 4.61 5.11 17.27 24.81 23.80 27.56
1652723624983819 0.00 0.00 0.00 0.00 5.50 5.80 4.88 5.40 17.25 18.21 21.76 25.53
1652723625000224 0.00 0.00 0.00 0.00 3.10 4.61 5.04 5.63 9.63 14.29 18.28 22.80
1652723625015320 0.00 0.00 0.00 0.00 3.10 3.41 5.19 5.80 9.57 10.51 14.74 19.26
1652723625031540 0.00 0.00 0.00 0.00 1.90 2.21 5.29 5.91 6.39 7.41 12.02 15.05
1652723625047598 0.00 0.00 0.00 0.00 4.30 1.31 5.50 5.97 13.40 4.09 11.25 10.90
1652723625064417 0.00 0.00 0.00 0.00 3.10 1.31 5.66 6.04 9.77 4.13 9.75 8.09
1652723625080644 0.00 0.00 0.00 0.00 4.30 0.11 5.87 6.05 12.94 0.34 10.41 5.30
1652723625096861 0.00 0.00 0.00 0.00 5.50 -1.09 6.15 5.99 17.14 -3.39 11.93 2.52
1652723625113158 0.00 0.00 0.00 0.00 5.50 -1.09 6.42 5.94 17.14 -3.39 14.08 0.36
1652723625129680 0.00 0.00 0.00 0.00 5.50 -1.09 6.20 5.43 -13.93 -31.59 8.61 -6.78
1652723625145067 0.00 0.00 0.00 0.00 4.30 -4.39 5.98 4.75 -13.73 -41.26 3.91 -15.86
1652723625161732 0.00 0.00 0.00 0.00 5.50 -5.60 5.81 4.02 -10.82 -48.33 -0.84 -25.59
1652723625177751 0.00 0.00 0.00 0.00 4.30 -6.50 5.65 3.24 -9.99 -47.33 -6.27 -34.38
1652723625194147 0.00 0.00 0.00 0.00 5.50 -10.13 5.42 2.17 -14.18 -67.39 -12.53 -47.18
1652723625210480 0.00 0.00 0.00 0.00 5.50 -10.13 5.26 1.15 -10.14 -63.03 -11.77 -53.47
1652723625226888 0.00 0.00 0.00 0.00 6.41 -11.04 5.14 0.15 -7.38 -62.33 -10.50 -57.68
1652723625242989 0.00 0.00 0.00 0.00 6.41 -11.04 5.02 -0.86 -7.35 -62.06 -9.81 -60.43
1652723625259485 0.00 0.00 0.00 0.00 5.50 -12.25 4.86 -1.93 -10.32 -67.06 -9.87 -64.37
1652723625276194 0.00 0.00 0.00 0.00 5.51 -14.69 4.81 -3.12 -2.72 -72.85 -7.58 -65.47
1652723625292601 0.00 0.00 0.00 0.00 7.62 -15.61 4.92 -4.29 6.43 -71.28 -4.27 -67.12
1652723625308055 0.00 0.00 0.00 0.00 7.62 -16.84 5.02 -5.43 6.58 -70.16 -1.47 -68.68
1652723625324524 0.00 0.00 0.00 0.00 7.62 -18.07 5.25 -6.56 14.96 -75.03 2.99 -71.28
1652723625340476 0.00 0.00 0.00 0.00 7.62 -18.07 5.48 -7.63 13.94 -66.20 7.84 -71.11
1652723625357131 0.00 0.00 0.00 0.00 7.63 -20.22 5.76 -8.76 18.22 -71.39 12.03 -70.81
1652723625373874 0.00 0.00 0.00 0.00 8.85 -22.71 5.99 -9.96 13.83 -72.99 13.51 -71.15
1652723625390066 0.00 0.00 0.00 0.00 8.86 -23.95 6.28 -11.22 17.52 -76.96 15.69 -72.51
1652723625405675 0.00 0.00 0.00 0.00 8.86 -24.89 6.51 -12.47 14.41 -79.01 15.58 -73.31
1652723625422113 0.00 0.00 0.00 0.00 10.08 -26.15 6.73 -13.72 14.96 -81.77 15.79 -76.42
1652723625438596 0.00 0.00 0.00 0.00 8.88 -28.66 6.90 -15.10 10.47 -85.46 14.24 -79.24
1652723625454620 0.00 0.00 0.00 0.00 10.10 -29.61 7.13 -16.53 14.21 -88.02 14.31 -82.24
1652723625471014 0.00 0.00 0.00 0.00 10.11 -30.88 7.42 -17.85 18.51 -84.39 14.51 -83.73
1652723625487581 0.00 0.00 0.00 0.00 11.04 -32.16 7.70 -19.18 17.19 -82.45 15.07 -84.42
1652723625503319 0.00 0.00 0.00 0.00 11.05 -33.44 8.04 -20.53 20.73 -82.79 16.22 -84.62
1652723625520122 0.00 0.00 0.00 0.00 12.28 -34.41 8.38 -21.74 21.92 -78.52 18.51 -83.23
1652723625535621 0.00 0.00 0.00 0.00 12.28 -34.41 8.72 -22.95 20.69 -74.10 19.81 -80.45
1652723625552363 0.00 0.00 0.00 0.00 14.45 -35.72 9.12 -24.19 26.46 -81.18 21.40 -79.81
1652723625568720 0.00 0.00 0.00 0.00 12.31 -37.96 9.41 -25.53 17.88 -81.44 21.54 -79.61
1652723625584617 0.00 0.00 0.00 0.00 13.55 -37.97 9.82 -26.82 25.06 -80.12 22.40 -79.07
1652723625601131 0.00 0.00 0.00 0.00 13.55 -37.97 10.22 -27.98 25.81 -74.70 23.18 -78.31
1652723625617727 0.00 0.00 0.00 0.00 14.49 -39.28 10.56 -29.17 21.22 -73.08 23.28 -78.10
1652723625633847 0.00 0.00 0.00 0.00 15.77 -41.92 10.97 -30.42 24.91 -76.71 22.97 -77.21
1652723625650084 0.00 0.00 0.00 0.00 14.52 -41.90 11.31 -31.61 21.96 -75.88 23.79 -76.10
1652723625665943 0.00 0.00 0.00 0.00 14.52 -41.90 11.66 -32.81 21.74 -75.10 23.13 -75.10
1652723625682456 0.00 0.00 0.00 0.00 15.78 -42.91 12.07 -33.94 26.23 -73.00 23.21 -74.76
1652723625698662 0.00 0.00 0.00 0.00 17.05 -44.25 12.48 -35.02 25.20 -66.24 24.01 -73.39
1652723625714963 0.00 0.00 0.00 0.00 17.05 -44.25 12.89 -36.03 25.76 -63.85 24.18 -70.81
1652723625730934 0.00 0.00 0.00 0.00 18.32 -45.61 13.36 -37.07 29.74 -65.14 25.73 -68.67
1652723625747725 0.00 0.00 0.00 0.00 18.32 -45.61 13.77 -38.04 26.45 -62.47 26.67 -66.14
1652723625764076 0.00 0.00 0.00 0.00 18.34 -46.94 14.24 -38.95 28.61 -55.26 27.15 -62.59
1652723625780022 0.00 0.00 0.00 0.00 18.34 -46.94 14.66 -39.82 25.79 -54.23 27.27 -60.19
1652723625795569 0.00 0.00 0.00 0.00 18.34 -46.94 15.07 -40.62 26.49 -51.68 27.42 -57.76
1652723625811990 0.00 0.00 0.00 0.00 17.11 -47.92 15.37 -41.41 19.95 -51.81 25.46 -55.09
1652723625828672 0.00 0.00 0.00 0.00 18.36 -47.95 15.74 -42.14 22.58 -44.79 24.68 -51.55
1652723625844669 0.00 0.00 0.00 0.00 19.30 -47.97 16.09 -42.82 21.55 -41.62 23.27 -48.83
1652723625861342 0.00 0.00 0.00 0.00 18.41 -50.65 16.39 -43.63 19.40 -51.39 22.00 -48.26
1652723625877794 0.00 0.00 0.00 0.00 18.39 -49.29 16.59 -44.31 11.97 -41.27 19.09 -46.18
1652723625894028 0.00 0.00 0.00 0.00 18.41 -50.65 16.90 -44.94 18.80 -39.11 18.86 -43.64
1652723625910512 0.00 0.00 0.00 0.00 18.41 -50.65 17.14 -45.57 15.29 -39.85 17.40 -42.65
1652723625925941 0.00 0.00 0.00 0.00 18.41 -50.65 17.38 -46.21 15.09 -39.32 16.11 -42.19
1652723625942855 0.00 0.00 0.00 0.00 18.44 -52.00 17.58 -46.84 13.16 -42.40 14.86 -40.39
1652723625958817 0.00 0.00 0.00 0.00 18.44 -52.00 17.71 -47.35 8.00 -30.19 14.06 -38.18
1652723625975190 0.00 0.00 0.00 0.00 17.18 -51.98 17.85 -47.85 8.48 -32.21 12.00 -36.79
1652723625991134 0.00 0.00 0.00 0.00 17.18 -51.98 17.98 -48.36 8.29 -31.48 10.60 -35.12
1652723626006070 0.00 0.00 0.00 0.00 17.15 -50.62 18.05 -48.74 4.41 -24.75 8.47 -32.21
1652723626022843 0.00 0.00 0.00 0.00 17.18 -51.98 18.05 -49.13 0.44 -26.25 5.92 -28.98
1652723626038894 0.00 0.00 0.00 0.00 15.92 -51.96 18.00 -49.51 -3.43 -23.40 3.64 -27.62
1652723626055296 0.00 0.00 0.00 0.00 15.92 -51.96 17.88 -49.83 -7.72 -20.41 0.40 -25.26
1652723626071508 0.00 0.00 0.00 0.00 15.92 -51.96 17.76 -50.15 -7.45 -19.72 -2.75 -22.91
1652723626088028 0.00 0.00 0.00 0.00 14.66 -51.94 17.57 -50.40 -11.56 -15.68 -5.94 -21.09
1652723626104190 0.00 0.00 0.00 0.00 15.93 -52.98 17.45 -50.70 -7.43 -18.62 -7.52 -19.57
1652723626120666 0.00 0.00 0.00 0.00 15.92 -51.96 17.33 -50.95 -7.68 -15.88 -8.37 -18.06
1652723626136142 0.00 0.00 0.00 0.00 14.67 -52.96 17.21 -51.20 -7.59 -15.72 -8.34 -17.12
1652723626153003 0.00 0.00 0.00 0.00 14.67 -52.96 17.02 -51.45 -12.11 -16.46 -9.28 -16.47
1652723626169026 0.00 0.00 0.00 0.00 14.67 -52.96 16.79 -51.70 -14.05 -15.15 -9.77 -16.37
1652723626185946 0.00 0.00 0.00 0.00 13.73 -52.95 16.56 -51.82 -14.92 -7.33 -11.27 -14.11
1652723626201467 0.00 0.00 0.00 0.00 13.72 -51.92 16.33 -51.95 -14.11 -7.95 -12.56 -12.52
1652723626218053 0.00 0.00 0.00 0.00 13.73 -52.95 16.09 -52.06 -15.47 -7.60 -14.13 -10.90
1652723626239811 0.00 0.00 0.00 0.00 14.67 -52.96 15.90 -52.18 -11.45 -7.09 -14.00 -9.02
1652723626255871 0.00 0.00 0.00 0.00 13.73 -52.95 15.67 -52.30 -17.26 -8.47 -14.64 -7.69
1652723626270077 0.00 0.00 0.00 0.00 13.73 -52.95 15.44 -52.34 -15.07 -3.01 -14.67 -6.82
1652723626286210 0.00 0.00 0.00 0.00 13.72 -51.92 15.20 -52.34 -16.96 0.30 -15.24 -5.18
1652723626300113 0.00 0.00 0.00 0.00 13.73 -52.95 15.03 -52.39 -10.98 -3.08 -14.34 -4.27
1652723626315083 0.00 0.00 0.00 0.00 13.73 -52.95 14.85 -52.43 -12.79 -3.58 -14.61 -3.57
1652723626331543 0.00 0.00 0.00 0.00 12.46 -51.91 14.62 -52.50 -16.73 -4.58 -14.51 -2.79
1652723626347893 0.00 0.00 0.00 0.00 13.72 -51.92 14.45 -52.50 -10.66 0.18 -13.62 -2.15
1652723626364387 0.00 0.00 0.00 0.00 12.47 -52.93 14.27 -52.54 -10.71 -3.02 -12.37 -2.82
1652723626380729 0.00 0.00 0.00 0.00 11.21 -52.91 14.04 -52.59 -14.61 -2.97 -13.10 -2.80
1652723626396889 0.00 0.00 0.00 0.00 12.46 -51.91 13.87 -52.59 -10.79 0.16 -12.70 -2.05
1652723626412840 0.00 0.00 0.00 0.00 11.20 -51.89 13.69 -52.59 -10.98 0.14 -11.55 -1.10
1652723626429492 0.00 0.00 0.00 0.00 11.20 -51.89 13.46 -52.53 -15.07 3.47 -12.43 -0.44
1652723626446035 0.00 0.00 0.00 0.00 11.20 -51.89 13.22 -52.53 -14.39 0.20 -13.17 0.20
1652723626461551 0.00 0.00 0.00 0.00 11.20 -51.89 13.05 -52.48 -10.77 3.31 -12.40 1.46
1652723626477249 0.00 0.00 0.00 0.00 11.20 -51.89 12.88 -52.42 -11.50 3.54 -12.54 2.13
1652723626493854 0.00 0.00 0.00 0.00 11.20 -51.89 12.70 -52.37 -11.22 3.45 -12.59 2.79
1652723626510915 0.00 0.00 0.00 0.00 12.44 -50.55 12.64 -52.25 -3.91 7.29 -10.36 3.56
1652723626526387 0.00 0.00 0.00 0.00 10.25 -50.53 12.46 -52.18 -10.28 4.15 -9.54 4.35
1652723626542995 0.00 0.00 0.00 0.00 10.26 -51.88 12.29 -52.13 -11.44 3.51 -9.67 4.39
1652723626559459 0.00 0.00 0.00 0.00 11.19 -50.53 12.12 -52.01 -10.60 7.38 -9.49 5.16
1652723626575834 0.00 0.00 0.00 0.00 11.18 -49.18 11.99 -51.82 -7.89 11.63 -8.82 6.79
1652723626591759 0.00 0.00 0.00 0.00 11.19 -50.53 11.86 -51.70 -7.89 7.50 -9.62 6.83
1652723626607920 0.00 0.00 0.00 0.00 10.25 -50.53 11.69 -51.63 -11.10 4.48 -9.79 6.90
1652723626624494 0.00 0.00 0.00 0.00 10.24 -49.18 11.51 -51.44 -10.91 11.80 -9.68 8.56
1652723626641040 0.00 0.00 0.00 0.00 8.99 -49.17 11.28 -51.25 -14.53 11.59 -10.46 9.40
1652723626656522 0.00 0.00 0.00 0.00 10.24 -49.18 11.17 -51.11 -6.83 8.40 -10.25 8.75
1652723626673478 0.00 0.00 0.00 0.00 8.99 -49.17 10.93 -50.98 -15.65 9.14 -11.80 9.08
1652723626689160 0.00 0.00 0.00 0.00 7.74 -49.16 10.69 -50.79 -14.15 11.29 -12.41 10.44
1652723626705663 0.00 0.00 0.00 0.00 8.99 -49.17 10.58 -50.60 -7.22 12.17 -11.67 10.52
1652723626722268 0.00 0.00 0.00 0.00 7.74 -47.81 10.35 -50.40 -14.60 12.65 -11.69 10.73
1652723626737857 0.00 0.00 0.00 0.00 7.74 -49.16 10.17 -50.26 -10.62 8.39 -12.45 10.73
1652723626754478 0.00 0.00 0.00 0.00 7.74 -47.81 10.00 -50.05 -11.33 13.32 -11.58 11.56
1652723626770689 0.00 0.00 0.00 0.00 6.49 -47.81 9.77 -49.85 -14.35 12.43 -11.62 11.79
1652723626787019 0.00 0.00 0.00 0.00 6.49 -47.81 9.53 -49.65 -14.89 12.90 -13.16 11.94
1652723626803014 0.00 0.00 0.00 0.00 6.49 -47.81 9.29 -49.44 -14.80 12.82 -13.20 11.97
1652723626818864 0.00 0.00 0.00 0.00 5.56 -47.81 9.01 -49.24 -17.99 13.02 -14.67 12.90
1652723626835166 0.00 0.00 0.00 0.00 5.56 -47.81 8.67 -49.10 -21.98 8.75 -16.80 11.99
1652723626852332 0.00 0.00 0.00 0.00 4.31 -47.80 8.37 -48.96 -18.45 8.45 -17.62 11.19
1652723626868335 0.00 0.00 0.00 0.00 4.31 -47.80 8.07 -48.76 -17.68 12.11 -18.18 11.03
1652723626884611 0.00 0.00 0.00 0.00 3.07 -47.80 7.67 -48.62 -25.98 8.73 -20.41 10.21
1652723626900664 0.00 0.00 0.00 0.00 3.07 -46.80 7.26 -48.51 -25.38 7.46 -21.89 9.10
