#Task Selector: 6
#PID Parameters: kp: 0.04, kd: 0.04, ki: 0.04
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652727983632770 0.00 0.00 0.00 0.00 155.22 84.77 7.76 4.24 485075.39 264913.77 97015.08 52982.75
1652727983648482 0.00 0.00 0.00 0.00 155.22 84.77 15.52 8.48 433.25 236.61 97101.73 53030.08
1652727983664592 0.00 0.00 0.00 0.00 157.91 84.86 23.42 12.72 508.51 273.26 97203.43 53084.73
1652727983681440 0.00 0.00 0.00 0.00 158.00 87.79 31.32 17.11 496.35 275.78 97302.70 53139.88
1652727983697630 0.00 0.00 0.00 0.00 159.48 86.36 39.29 21.43 478.42 259.08 97398.38 53191.70
1652727983712125 0.00 0.00 0.00 0.00 159.48 86.36 47.27 25.75 498.43 269.91 482.99 262.93
1652727983728502 0.00 0.00 0.00 0.00 159.48 86.36 55.24 30.06 557.07 301.67 507.76 275.94
1652727983744151 0.00 0.00 0.00 0.00 159.51 87.82 63.22 34.45 492.56 271.19 504.57 275.53
1652727983760553 0.00 0.00 0.00 0.00 159.48 86.36 71.19 38.77 515.14 278.96 508.32 276.16
1652727983777058 0.00 0.00 0.00 0.00 159.48 86.36 79.16 43.09 491.39 266.10 510.92 277.57
1652727983793521 0.00 0.00 0.00 0.00 159.48 86.36 87.14 47.41 488.53 264.56 508.94 276.50
1652727983809342 0.00 0.00 0.00 0.00 158.00 87.79 95.04 51.80 485.19 269.58 494.56 270.08
1652727983825715 0.00 0.00 0.00 0.00 158.04 89.25 102.94 56.26 504.85 285.10 497.02 272.86
1652727983842191 0.00 0.00 0.00 0.00 158.10 91.81 110.84 60.85 488.23 283.52 491.64 273.77
1652727983858563 0.00 0.00 0.00 0.00 158.10 91.81 118.75 65.44 485.59 281.98 490.48 276.95
1652727983874306 0.00 0.00 0.00 0.00 158.18 95.82 126.66 70.23 488.23 295.77 490.42 283.19
1652727983890774 0.00 0.00 0.00 0.00 155.59 97.23 134.44 75.09 500.04 312.49 493.39 291.77
