#Task Selector: 5
#PID Parameters: kp: 0.04, kd: 0.04, ki: 0.03
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652723684392379 0.00 0.00 0.00 0.00 3.10 4.61 0.16 0.23 9694.80 14394.47 1938.96 2878.89
1652723684408715 0.00 0.00 0.00 0.00 3.10 3.41 0.31 0.40 9.29 10.21 1940.82 2880.94
1652723684425120 0.00 0.00 0.00 0.00 4.30 4.61 0.53 0.63 13.31 14.26 1943.48 2883.79
1652723684441661 0.00 0.00 0.00 0.00 3.10 3.41 0.68 0.80 9.56 10.51 1945.39 2885.89
1652723684457225 0.00 0.00 0.00 0.00 4.30 3.41 0.90 0.97 13.15 10.42 1948.02 2887.97
1652723684474132 0.00 0.00 0.00 0.00 4.30 3.41 1.11 1.14 13.97 11.07 11.86 11.30
1652723684489586 0.00 0.00 0.00 0.00 4.30 1.31 1.33 1.21 12.85 3.92 12.57 10.04
1652723684506390 0.00 0.00 0.00 0.00 4.30 1.31 1.54 1.27 14.07 4.30 12.72 8.05
1652723684522724 0.00 0.00 0.00 0.00 5.50 2.21 1.81 1.38 16.55 6.66 14.12 7.28
1652723684538677 0.00 0.00 0.00 0.00 7.59 4.61 2.19 1.61 23.49 14.25 16.19 8.04
