#Task Selector: 6
#PID Parameters: kp: 0.04, kd: 0.04, ki: 0.04
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652728057723265 0.00 0.00 0.00 0.00 43.84 44.04 2.19 2.20 136988.64 137610.53 27397.73 27522.11
1652728057739354 0.00 0.00 0.00 0.00 43.84 44.04 4.38 4.40 125.93 126.50 27422.91 27547.41
1652728057755443 0.00 0.00 0.00 0.00 45.09 42.80 6.64 6.54 141.65 134.45 27451.24 27574.30
1652728057772090 0.00 0.00 0.00 0.00 43.84 44.04 8.83 8.75 137.71 138.34 27478.79 27601.96
1652728057787782 0.00 0.00 0.00 0.00 45.18 45.37 11.09 11.01 137.07 137.65 27506.20 27629.49
1652728057812747 0.00 0.00 0.00 0.00 45.18 45.37 13.35 13.28 145.51 146.13 137.57 136.61
1652728057837769 0.00 0.00 0.00 0.00 45.18 45.37 15.61 15.55 91.04 91.43 130.59 129.60
1652728057850543 0.00 0.00 0.00 0.00 52.52 47.96 18.23 17.95 105.71 96.53 123.41 122.01
1652728057875534 0.00 0.00 0.00 0.00 52.52 47.96 20.86 20.35 208.27 190.18 137.52 132.38
1652728057901644 0.00 0.00 0.00 0.00 52.52 47.96 23.48 22.74 105.76 96.57 131.26 124.17
1652728057913920 0.00 0.00 0.00 0.00 94.82 132.01 28.23 29.35 182.72 254.39 138.70 145.82
1652728057940509 0.00 0.00 0.00 0.00 94.82 132.01 32.97 35.95 391.36 544.86 198.76 236.51
1652728057952735 0.00 0.00 0.00 0.00 62.54 46.13 36.09 38.25 118.35 87.30 201.29 234.66
1652728057965018 0.00 0.00 0.00 0.00 67.73 46.39 39.48 40.57 280.97 192.45 215.83 235.11
1652728057990354 0.00 0.00 0.00 0.00 67.73 46.39 42.87 42.89 279.62 191.53 250.60 254.11
1652728058001857 0.00 0.00 0.00 0.00 89.31 133.18 47.33 49.55 177.34 264.47 249.53 256.12
1652728058013979 0.00 0.00 0.00 0.00 66.09 41.39 50.64 51.62 291.07 182.28 229.47 183.60
1652728058040740 0.00 0.00 0.00 0.00 66.09 41.39 53.94 53.69 275.84 172.74 260.97 200.69
