#Task Selector: 6
#PID Parameters: kp: 0.05, kd: 0.04, ki: 0.04
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652728386332232 0.00 0.00 0.00 0.00 -7.10 -1.10 -0.36 -0.06 -22191.63 -3440.51 -4438.33 -688.10
1652728386348300 0.00 0.00 0.00 0.00 -7.10 -2.30 -0.71 -0.17 -20.48 -6.64 -4442.42 -689.43
1652728386364514 0.00 0.00 0.00 0.00 -9.22 -2.31 -1.17 -0.29 -29.01 -7.28 -4448.23 -690.89
1652728386380505 0.00 0.00 0.00 0.00 -8.01 -2.31 -1.57 -0.40 -25.01 -7.20 -4453.23 -692.33
1652728386396831 0.00 0.00 0.00 0.00 -10.42 -2.32 -2.09 -0.52 -32.97 -7.32 -4459.82 -693.79
1652728386413201 0.00 0.00 0.00 0.00 -10.43 -4.43 -2.61 -0.74 -32.31 -13.71 -27.96 -8.43
1652728386429244 0.00 0.00 0.00 0.00 -10.43 -4.43 -3.14 -0.96 -32.26 -13.69 -30.31 -9.84
1652728386446192 0.00 0.00 0.00 0.00 -11.65 -5.64 -3.72 -1.24 -36.73 -17.79 -31.86 -11.94
1652728386462441 0.00 0.00 0.00 0.00 -10.44 -5.63 -4.24 -1.52 -31.13 -16.80 -33.08 -13.86
1652728386477931 0.00 0.00 0.00 0.00 -12.57 -6.55 -4.87 -1.85 -39.10 -20.40 -34.31 -16.48
1652728386494691 0.00 0.00 0.00 0.00 -12.57 -6.55 -5.50 -2.18 -41.04 -21.41 -36.05 -18.02
1652728386510890 0.00 0.00 0.00 0.00 -12.58 -7.77 -6.13 -2.57 -37.95 -23.44 -37.19 -19.97
1652728386527074 0.00 0.00 0.00 0.00 -12.58 -8.98 -6.76 -3.02 -39.30 -28.05 -37.71 -22.02
1652728386543406 0.00 0.00 0.00 0.00 -11.67 -8.97 -7.34 -3.47 -36.46 -28.03 -38.77 -24.27
1652728386559649 0.00 0.00 0.00 0.00 -13.81 -10.21 -8.03 -3.98 -42.88 -31.69 -39.53 -26.52
1652728386575629 0.00 0.00 0.00 0.00 -12.59 -10.20 -8.66 -4.49 -39.26 -31.79 -39.17 -28.60
1652728386591809 0.00 0.00 0.00 0.00 -13.82 -11.12 -9.35 -5.04 -43.72 -35.19 -40.33 -30.95
1652728386608783 0.00 0.00 0.00 0.00 -13.82 -11.12 -10.04 -5.60 -43.19 -34.76 -41.10 -32.29
1652728386624360 0.00 0.00 0.00 0.00 -13.83 -12.34 -10.73 -6.21 -41.20 -36.77 -42.05 -34.04
1652728386641324 0.00 0.00 0.00 0.00 -12.61 -12.33 -11.36 -6.83 -40.98 -40.06 -41.67 -35.71
1652728386656951 0.00 0.00 0.00 0.00 -13.83 -12.34 -11.70 -7.39 -20.05 -33.48 -37.83 -36.05
1652728386673332 0.00 0.00 0.00 0.00 -11.71 -13.54 -11.93 -7.96 -14.93 -36.43 -32.07 -36.30
1652728386689421 0.00 0.00 0.00 0.00 -11.72 -14.77 -12.06 -8.58 -7.74 -38.49 -24.98 -37.05
1652728386705709 0.00 0.00 0.00 0.00 -12.65 -15.70 -12.29 -9.25 -14.58 -42.10 -19.65 -38.11
1652728386721824 0.00 0.00 0.00 0.00 -10.53 -16.91 -12.29 -9.98 -0.31 -45.30 -11.52 -39.16
1652728386738702 0.00 0.00 0.00 0.00 -10.54 -18.14 -12.30 -10.66 -0.33 -43.02 -7.58 -41.07
1652728386755033 0.00 0.00 0.00 0.00 -8.10 -18.12 -12.18 -11.35 6.98 -41.00 -3.20 -41.98
1652728386771404 0.00 0.00 0.00 0.00 -7.21 -20.27 -11.96 -12.08 13.76 -45.30 1.10 -43.35
1652728386786873 0.00 0.00 0.00 0.00 -9.34 -20.29 -11.90 -12.81 3.39 -45.25 4.70 -43.98
1652728386803877 0.00 0.00 0.00 0.00 -8.13 -21.52 -11.68 -13.56 14.49 -48.92 7.66 -44.70
1652728386819225 0.00 0.00 0.00 0.00 -6.01 -22.74 -11.35 -14.37 19.51 -48.18 11.63 -45.73
1652728386835987 0.00 0.00 0.00 0.00 -4.80 -22.73 -10.97 -15.12 25.64 -49.33 15.36 -47.40
1652728386852718 0.00 0.00 0.00 0.00 -2.68 -23.96 -10.47 -15.87 29.89 -45.20 18.58 -47.38
1652728386868427 0.00 0.00 0.00 0.00 -4.81 -24.91 -10.13 -16.66 20.77 -48.28 22.06 -47.98
1652728386884565 0.00 0.00 0.00 0.00 -2.69 -26.15 -9.57 -17.46 35.99 -51.59 26.36 -48.52
1652728386900625 0.00 0.00 0.00 0.00 -1.48 -27.40 -9.02 -18.32 34.86 -53.95 29.43 -49.67
1652728386917564 0.00 0.00 0.00 0.00 -0.27 -28.65 -8.34 -19.20 42.69 -55.21 32.84 -50.85
1652728386933684 0.00 0.00 0.00 0.00 -0.27 -29.60 -7.66 -20.12 40.42 -55.13 34.95 -52.83
1652728386949955 0.00 0.00 0.00 0.00 1.87 -29.59 -6.88 -20.98 49.23 -54.11 40.64 -54.00
1652728386966298 0.00 0.00 0.00 0.00 3.08 -30.86 -6.09 -21.91 48.80 -57.60 43.20 -55.20
1652728386982632 0.00 0.00 0.00 0.00 5.53 -32.13 -5.12 -22.90 59.90 -61.23 48.21 -56.66
1652728386999010 0.00 0.00 0.00 0.00 5.53 -32.13 -4.26 -23.83 53.38 -57.56 50.35 -57.13
1652728387013673 0.00 0.00 0.00 0.00 6.45 -33.41 -3.35 -24.76 56.10 -57.56 53.48 -57.61
1652728387029920 0.00 0.00 0.00 0.00 6.45 -33.41 -2.40 -25.65 65.94 -61.16 56.82 -59.02
1652728387046218 0.00 0.00 0.00 0.00 10.13 -34.39 -1.37 -26.52 64.30 -54.42 59.92 -58.39
1652728387062408 0.00 0.00 0.00 0.00 8.90 -34.38 -0.39 -27.33 60.78 -50.79 60.10 -56.30
1652728387078478 0.00 0.00 0.00 0.00 11.05 -34.40 0.56 -28.15 59.87 -50.89 61.40 -54.96
1652728387094879 0.00 0.00 0.00 0.00 11.06 -35.68 1.48 -28.92 57.50 -48.50 61.68 -53.15
1652728387111105 0.00 0.00 0.00 0.00 12.31 -36.99 2.56 -29.75 66.80 -51.53 61.85 -51.23
1652728387127253 0.00 0.00 0.00 0.00 12.31 -36.99 3.58 -30.53 63.70 -48.21 61.73 -49.98
1652728387143639 0.00 0.00 0.00 0.00 13.54 -37.00 4.56 -31.24 61.24 -44.66 61.82 -48.76
1652728387159932 0.00 0.00 0.00 0.00 13.55 -37.97 5.48 -32.00 56.63 -47.05 61.17 -47.99
1652728387176433 0.00 0.00 0.00 0.00 15.70 -37.03 6.40 -32.65 57.02 -40.54 61.08 -46.39
1652728387192641 0.00 0.00 0.00 0.00 15.70 -37.03 7.42 -33.26 62.86 -37.12 60.29 -43.51
1652728387209596 0.00 0.00 0.00 0.00 16.95 -38.02 8.40 -33.85 61.61 -37.23 59.87 -41.32
1652728387225627 0.00 0.00 0.00 0.00 15.71 -38.00 9.26 -34.38 51.35 -31.66 57.90 -38.72
1652728387241696 0.00 0.00 0.00 0.00 16.97 -39.32 10.13 -34.92 54.85 -33.94 57.54 -36.10
1652728387257890 0.00 0.00 0.00 0.00 18.21 -39.34 11.05 -35.40 58.64 -30.90 57.86 -34.17
1652728387274234 0.00 0.00 0.00 0.00 16.95 -38.02 11.80 -35.82 47.69 -26.63 54.83 -32.07
1652728387290799 0.00 0.00 0.00 0.00 18.21 -39.34 12.56 -36.25 47.06 -26.38 51.92 -29.90
1652728387306690 0.00 0.00 0.00 0.00 18.21 -39.34 13.19 -36.61 38.92 -22.12 49.43 -27.99
1652728387322878 0.00 0.00 0.00 0.00 15.73 -39.30 13.70 -36.97 32.74 -23.00 45.01 -25.81
1652728387338740 0.00 0.00 0.00 0.00 16.97 -39.32 14.23 -37.26 33.17 -18.63 39.92 -23.35
1652728387354977 0.00 0.00 0.00 0.00 16.99 -40.63 14.76 -37.62 33.84 -23.17 37.15 -22.66
1652728387371853 0.00 0.00 0.00 0.00 16.99 -40.63 15.10 -37.94 21.35 -19.42 32.01 -21.27
1652728387387693 0.00 0.00 0.00 0.00 15.75 -40.61 15.44 -38.25 20.51 -18.66 28.32 -20.58
1652728387404274 0.00 0.00 0.00 0.00 15.75 -40.61 15.68 -38.56 15.18 -20.08 24.81 -19.99
1652728387420404 0.00 0.00 0.00 0.00 15.75 -40.61 15.91 -38.80 14.47 -15.21 21.07 -19.31
1652728387437042 0.00 0.00 0.00 0.00 15.75 -40.61 16.08 -38.98 10.83 -11.39 16.47 -16.95
1652728387453064 0.00 0.00 0.00 0.00 13.58 -40.58 16.15 -39.16 3.91 -11.03 12.98 -15.27
1652728387469628 0.00 0.00 0.00 0.00 14.51 -40.59 16.20 -39.34 3.09 -11.44 9.49 -13.83
1652728387485504 0.00 0.00 0.00 0.00 13.58 -40.58 16.20 -39.47 0.09 -8.02 6.48 -11.42
1652728387502323 0.00 0.00 0.00 0.00 13.58 -40.58 16.09 -39.65 -6.81 -11.41 2.22 -10.66
1652728387518449 0.00 0.00 0.00 0.00 12.34 -40.57 15.92 -39.83 -10.21 -10.75 -1.99 -10.53
1652728387534486 0.00 0.00 0.00 0.00 12.34 -40.57 15.69 -39.96 -14.60 -8.07 -5.69 -9.94
1652728387550610 0.00 0.00 0.00 0.00 11.10 -40.55 15.46 -40.08 -14.73 -8.16 -9.25 -9.28
1652728387567150 0.00 0.00 0.00 0.00 11.10 -40.55 15.17 -40.15 -18.43 -3.88 -12.96 -8.45
1652728387582937 0.00 0.00 0.00 0.00 10.17 -40.55 14.77 -40.21 -24.70 -3.71 -16.53 -6.91
1652728387599343 0.00 0.00 0.00 0.00 10.17 -39.24 14.43 -40.27 -21.87 -3.94 -18.87 -5.55
1652728387616149 0.00 0.00 0.00 0.00 8.94 -40.54 13.96 -40.33 -28.85 -3.73 -21.72 -4.68
1652728387632146 0.00 0.00 0.00 0.00 8.93 -39.23 13.50 -40.32 -27.99 0.33 -24.37 -2.98
1652728387648215 0.00 0.00 0.00 0.00 7.70 -39.23 13.10 -40.32 -25.60 0.24 -25.80 -2.16
1652728387664456 0.00 0.00 0.00 0.00 7.70 -39.23 12.63 -40.31 -29.42 0.30 -26.75 -1.36
1652728387681064 0.00 0.00 0.00 0.00 6.47 -39.22 12.11 -40.24 -32.98 4.41 -28.97 0.31
1652728387696841 0.00 0.00 0.00 0.00 6.46 -37.92 11.58 -40.11 -32.18 8.27 -29.63 2.71
1652728387713477 0.00 0.00 0.00 0.00 6.47 -39.22 11.12 -40.04 -30.01 4.49 -30.04 3.54
1652728387729031 0.00 0.00 0.00 0.00 6.46 -37.92 10.65 -39.90 -28.45 8.23 -30.61 5.14
1652728387746030 0.00 0.00 0.00 0.00 4.31 -37.92 10.08 -39.77 -37.43 8.81 -32.21 6.84
1652728387762226 0.00 0.00 0.00 0.00 4.31 -37.92 9.51 -39.63 -34.11 8.03 -32.44 7.57
1652728387778192 0.00 0.00 0.00 0.00 6.46 -36.95 9.15 -39.45 -22.41 11.43 -30.48 8.20
1652728387794744 0.00 0.00 0.00 0.00 4.31 -36.95 8.64 -39.27 -32.65 11.67 -31.01 9.63
1652728387811268 0.00 0.00 0.00 0.00 5.54 -37.92 8.24 -39.14 -24.78 8.20 -30.28 9.63
1652728387826912 0.00 0.00 0.00 0.00 4.31 -36.95 7.78 -38.96 -28.55 11.19 -28.50 10.10
1652728387842722 0.00 0.00 0.00 0.00 4.31 -36.95 7.38 -38.77 -26.18 11.80 -26.91 10.86
1652728387859016 0.00 0.00 0.00 0.00 4.31 -36.95 6.98 -38.59 -26.27 11.84 -27.69 10.94
1652728387875696 0.00 0.00 0.00 0.00 5.54 -36.95 6.70 -38.41 -17.27 11.19 -24.61 10.84
1652728387892479 0.00 0.00 0.00 0.00 5.53 -35.66 6.42 -38.17 -16.92 14.88 -23.04 12.18
1652728387908338 0.00 0.00 0.00 0.00 5.54 -36.95 6.19 -37.99 -14.11 10.95 -20.15 12.13
1652728387924447 0.00 0.00 0.00 0.00 4.31 -35.66 5.89 -37.81 -18.86 11.54 -18.69 12.08
1652728387940707 0.00 0.00 0.00 0.00 5.53 -35.66 5.72 -37.57 -10.71 15.36 -15.57 12.78
1652728387956838 0.00 0.00 0.00 0.00 5.53 -35.66 5.55 -37.39 -10.60 11.15 -14.24 12.78
1652728387973473 0.00 0.00 0.00 0.00 5.53 -35.66 5.45 -37.21 -6.87 11.33 -12.23 12.07
1652728387989904 0.00 0.00 0.00 0.00 6.46 -35.66 5.38 -37.03 -3.82 10.97 -10.17 12.07
1652728388004837 0.00 0.00 0.00 0.00 6.46 -35.66 5.38 -36.85 -0.03 11.03 -6.41 11.97
1652728388020879 0.00 0.00 0.00 0.00 6.45 -34.37 5.38 -36.67 -0.03 12.11 -4.27 11.32
1652728388037588 0.00 0.00 0.00 0.00 6.45 -34.37 5.38 -36.43 -0.04 15.59 -2.16 12.21
1652728388053435 0.00 0.00 0.00 0.00 6.45 -34.37 5.38 -36.25 -0.03 10.80 -0.79 12.10
1652728388069899 0.00 0.00 0.00 0.00 6.45 -34.37 5.49 -36.08 6.86 11.35 1.35 12.18
1652728388086026 0.00 0.00 0.00 0.00 7.68 -34.38 5.66 -35.90 10.43 10.95 3.44 12.16
1652728388102543 0.00 0.00 0.00 0.00 8.90 -34.38 5.78 -35.77 7.69 8.07 4.98 11.35
1652728388118722 0.00 0.00 0.00 0.00 8.90 -34.38 6.01 -35.64 14.15 7.89 7.82 9.81
1652728388135066 0.00 0.00 0.00 0.00 7.68 -34.38 6.12 -35.47 6.73 11.13 9.17 9.88
1652728388151305 0.00 0.00 0.00 0.00 11.05 -34.40 6.45 -35.34 21.01 7.94 12.00 9.20
1652728388167682 0.00 0.00 0.00 0.00 8.90 -33.42 6.68 -35.16 14.35 11.01 12.79 9.21
1652728388183536 0.00 0.00 0.00 0.00 10.13 -33.43 6.97 -34.99 18.09 10.93 14.86 9.78
1652728388199488 0.00 0.00 0.00 0.00 11.05 -33.44 7.25 -34.81 17.70 11.28 15.57 10.46
1652728388216463 0.00 0.00 0.00 0.00 11.04 -32.16 7.52 -34.64 17.56 11.16 17.74 10.46
1652728388232604 0.00 0.00 0.00 0.00 11.04 -32.16 7.80 -34.40 16.47 14.34 16.83 11.74
1652728388248650 0.00 0.00 0.00 0.00 12.26 -32.17 8.20 -34.22 25.15 11.02 18.99 11.75
1652728388265224 0.00 0.00 0.00 0.00 11.04 -32.16 8.47 -34.05 17.53 11.14 18.88 11.79
1652728388280922 0.00 0.00 0.00 0.00 11.03 -30.89 8.75 -33.81 16.92 14.70 18.73 12.47
1652728388297783 0.00 0.00 0.00 0.00 11.03 -30.89 9.02 -33.57 17.79 15.45 18.77 13.33
1652728388313972 0.00 0.00 0.00 0.00 13.48 -30.91 9.37 -33.33 21.22 14.36 19.72 13.34
1652728388329712 0.00 0.00 0.00 0.00 12.24 -29.63 9.66 -33.03 18.24 19.02 18.34 14.93
1652728388346304 0.00 0.00 0.00 0.00 13.48 -30.91 10.01 -32.86 22.83 11.26 19.40 14.96
1652728388362690 0.00 0.00 0.00 0.00 13.48 -30.91 10.36 -32.69 21.52 10.62 20.32 14.14
1652728388378810 0.00 0.00 0.00 0.00 13.46 -29.64 10.72 -32.45 21.67 14.63 21.10 13.98
1652728388394680 0.00 0.00 0.00 0.00 13.46 -29.64 11.07 -32.21 22.24 15.02 21.30 14.11
1652728388411530 0.00 0.00 0.00 0.00 13.46 -29.64 11.36 -31.98 18.59 15.22 21.37 13.35
1652728388427490 0.00 0.00 0.00 0.00 13.46 -28.69 11.58 -31.69 13.70 17.14 19.55 14.53
1652728388444154 0.00 0.00 0.00 0.00 13.46 -29.64 11.81 -31.45 14.61 15.20 18.16 15.44
1652728388460034 0.00 0.00 0.00 0.00 13.46 -28.69 12.10 -31.17 17.64 17.36 17.35 15.99
1652728388476271 0.00 0.00 0.00 0.00 14.37 -28.70 12.27 -30.88 10.69 18.35 15.04 16.65
1652728388492938 0.00 0.00 0.00 0.00 15.60 -28.71 12.60 -30.65 20.90 14.70 15.51 16.55
1652728388509194 0.00 0.00 0.00 0.00 15.60 -28.71 12.87 -30.41 16.72 14.41 16.11 16.00
1652728388525467 0.00 0.00 0.00 0.00 13.46 -28.69 12.99 -30.18 7.57 14.90 14.70 15.94
1652728388541174 0.00 0.00 0.00 0.00 15.60 -28.71 13.22 -30.00 14.34 10.84 14.04 14.64
1652728388557624 0.00 0.00 0.00 0.00 15.60 -28.71 13.45 -29.83 14.80 11.18 14.87 13.21
1652728388573775 0.00 0.00 0.00 0.00 15.60 -28.71 13.62 -29.66 10.39 10.76 12.76 12.42
1652728388589904 0.00 0.00 0.00 0.00 15.60 -28.71 13.85 -29.49 14.38 10.86 12.29 11.71
1652728388606786 0.00 0.00 0.00 0.00 15.60 -28.71 14.07 -29.38 14.48 6.89 13.68 10.11
1652728388623064 0.00 0.00 0.00 0.00 15.60 -28.71 14.30 -29.27 13.72 6.53 13.55 9.25
1652728388639486 0.00 0.00 0.00 0.00 15.60 -28.71 14.41 -29.16 6.69 6.92 11.93 8.39
1652728388655555 0.00 0.00 0.00 0.00 14.36 -27.44 14.52 -29.05 6.63 6.85 11.18 7.61
1652728388671234 0.00 0.00 0.00 0.00 15.60 -28.71 14.62 -28.94 6.75 6.98 9.66 6.83
1652728388687497 0.00 0.00 0.00 0.00 13.44 -27.43 14.62 -28.76 -0.10 11.31 6.74 7.72
1652728388704306 0.00 0.00 0.00 0.00 13.44 -27.43 14.62 -28.65 -0.06 6.92 3.98 7.80
1652728388720750 0.00 0.00 0.00 0.00 14.36 -27.44 14.66 -28.54 2.72 6.67 3.19 7.75
