#Task Selector: 5
#PID Parameters: kp: 0.07, kd: 0.03, ki: 0.02
#n_pos: 20
#n_vel: 5
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1652720523877210 0.00 0.00 0.00 0.00 152.85 -3.99 7.64 -0.20 477652.15 -12457.66 95530.43 -2491.53
1652720523892628 0.00 0.00 0.00 0.00 175.31 130.52 16.41 6.33 492.40 366.59 95628.91 -2418.21
1652720523909730 0.00 0.00 0.00 0.00 12.09 1.31 17.01 6.39 39.75 4.30 95636.86 -2417.35
1652720523926104 0.00 0.00 0.00 0.00 13.29 1.31 17.68 6.46 39.27 3.86 95644.71 -2416.58
1652720523941611 0.00 0.00 0.00 0.00 15.40 -1.10 18.45 6.40 47.60 -3.41 95654.23 -2417.26
1652720523957818 0.00 0.00 0.00 0.00 15.41 -3.21 19.22 6.24 50.28 -10.47 133.86 72.17
1652720523974172 0.00 0.00 0.00 0.00 15.41 -4.41 19.99 6.02 48.29 -13.83 45.04 -3.91
1652720523990593 0.00 0.00 0.00 0.00 17.83 -5.63 20.88 5.74 55.17 -17.42 48.12 -8.25
1652720524006543 0.00 0.00 0.00 0.00 17.83 -5.63 21.77 5.46 55.02 -17.37 51.27 -12.50
1652720524022720 0.00 0.00 0.00 0.00 18.75 -7.75 22.71 5.07 59.51 -24.60 53.66 -16.74
1652720524038782 0.00 0.00 0.00 0.00 18.77 -10.18 23.65 4.56 59.88 -32.48 55.57 -21.14
1652720524054996 0.00 0.00 0.00 0.00 19.99 -10.19 24.65 4.05 63.60 -32.44 58.64 -24.86
1652720524071687 0.00 0.00 0.00 0.00 21.22 -12.34 25.71 3.43 66.53 -38.67 60.91 -29.11
1652720524087081 0.00 0.00 0.00 0.00 21.25 -14.79 26.77 2.70 65.00 -45.23 62.90 -34.69
1652720524103626 0.00 0.00 0.00 0.00 22.47 -14.80 27.89 1.96 74.37 -48.98 65.87 -39.56
